"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경상남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"경상남도 거제시 아주동","1341-1","1341","0001","아주팰리스","월세","41.61","202010","12","300","27","4","2017","아주1로 105-5"
"경상남도 거제시 아주동","1341-1","1341","0001","아주팰리스","월세","41.61","202011","7","1,000","28","3","2017","아주1로 105-5"
"경상남도 거제시 연초면 죽토리","327","0327","0000","신우희가로","월세","69.3","202003","27","500","30","6","2006","죽토로 2"
"경상남도 거제시 연초면 죽토리","327","0327","0000","신우희가로","월세","70.23","202004","10","1,500","15","1","2006","죽토로 2"
"경상남도 거제시 연초면 죽토리","327","0327","0000","신우희가로","전세","40.7","202006","2","4,000","0","5","2006","죽토로 2"
"경상남도 거제시 옥포동","519-20","0519","0020","대교푸르름","월세","30.6","202007","15","100","22","2","2013","옥포로22길 5"
"경상남도 거제시 옥포동","525-4","0525","0004","대교푸르름Ⅱ","전세","46.12","202003","18","6,000","0","5","2014","옥포로21길 7"
"경상남도 거제시 옥포동","525-4","0525","0004","대교푸르름Ⅱ","전세","46.12","202010","30","5,000","0","11","2014","옥포로21길 7"
"경상남도 거제시 옥포동","525-4","0525","0004","대교푸르름Ⅱ","월세","46.12","202011","2","300","30","10","2014","옥포로21길 7"
"경상남도 거제시 옥포동","525-4","0525","0004","대교푸르름Ⅱ","월세","46.12","202101","11","300","30","4","2014","옥포로21길 7"
"경상남도 거제시 옥포동","525-4","0525","0004","대교푸르름Ⅱ","월세","46.12","202101","12","300","30","11","2014","옥포로21길 7"
"경상남도 거제시 옥포동","556-11","0556","0011","미진 타워 펠리스","전세","167.07","202101","5","14,000","0","1","2006","거제대로 3696"
"경상남도 거제시 옥포동","554-29","0554","0029","백운오피스텔","전세","37.41","202006","26","1,500","0","3","1998","옥포성안로 24"
"경상남도 거제시 옥포동","529-14","0529","0014","보광 SANCTUARY 3차","월세","70","202005","15","500","48","8","2016","옥포대첩로 17"
"경상남도 거제시 옥포동","553-4","0553","0004","보광센츄어리","월세","78.72","202005","10","200","28","4","2009","옥포성안로 29-1"
"경상남도 거제시 옥포동","553-4","0553","0004","보광센츄어리","월세","34.76","202009","14","300","28","4","2009","옥포성안로 29-1"
"경상남도 거제시 옥포동","529-13","0529","0013","보광센츄어리2","월세","79.12","202003","5","1,000","45","13","2015","옥포대첩로 19"
"경상남도 거제시 옥포동","529-13","0529","0013","보광센츄어리2","월세","38.28","202003","6","300","30","5","2015","옥포대첩로 19"
