"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 전라남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도","해제사유발생일"
"전라남도 곡성군 옥과면 옥과리","일반","2**","대학로","제2종일반주거","제2종근린생활","12m미만","233.18","350.00","41,000","null","202006","18"," ","2018",""
"전라남도 곡성군 옥과면 옥과리","일반","1**","대학로","일반상업","제2종근린생활","12m미만","127.27","356.00","31,400","null","202101","7"," ","1985",""
"전라남도 곡성군 옥과면 옥과리","일반","1**","대학로","일반상업","제1종근린생활","12m미만","234.6","182.00","43,000","null","202102","22"," ","1985",""
"전라남도 곡성군 옥과면 죽림리","일반","1**","대학로","제1종일반주거","제1종근린생활","12m미만","126.15","185.00","13,500","null","202101","28"," ","1986",""
"전라남도 곡성군 입면 매월리","일반","8**","청계동로","계획관리","제2종근린생활","12m미만","130.83","371.00","7,000","null","202101","15"," ","1993",""
"전라남도 곡성군 입면 제월리","일반","3*","청계동로","보전관리","제1종근린생활","12m미만","166.98","928.00","2,350","null","202011","27"," ","2019",""
"전라남도 곡성군 입면 창정리","일반","2**","창정노동길","계획관리","판매","8m미만","50.16","138.00","3,000","null","202011","24"," ","1989",""
"전라남도 곡성군 죽곡면 당동리","일반","1**","본토길","계획관리","기타","8m미만","28.86","324.00","8,500","null","202006","3"," ","1990","20200619"
"전라남도 광양시 광양읍 구산리","집합","1**","우산공원길","제2종일반주거","기타","12m미만","72"," ","2,400","2","202003","11"," ","1992",""
"전라남도 광양시 광양읍 구산리","집합","1**","우산공원길","제2종일반주거","업무","12m미만","27.9"," ","930","2","202003","12"," ","1992",""
"전라남도 광양시 광양읍 구산리","집합","1**","우산공원길","제2종일반주거","기타","12m미만","107.08"," ","3,600","2","202003","26"," ","1992",""
"전라남도 광양시 광양읍 구산리","일반","7**","서평9길","제1종일반주거","제1종근린생활","12m미만","136.53","229.00","17,500","null","202004","27"," ","2012",""
"전라남도 광양시 광양읍 구산리","일반","8**","서평로","제2종일반주거","제1종근린생활","25m미만","176.17","296.30","64,700","null","202007","6"," ","2016",""
"전라남도 광양시 광양읍 구산리","집합","8**","서북2길","제3종일반주거","제1종근린생활","25m미만","38.75"," ","15,000","1","202010","5"," ","2008",""
"전라남도 광양시 광양읍 구산리","집합","8**","서평1길","제3종일반주거","제1종근린생활","25m미만","52.5"," ","20,000","1","202011","14"," ","2013",""
"전라남도 광양시 광양읍 구산리","집합","8**","서평4길","제2종일반주거","제1종근린생활","12m미만","50.47"," ","10,500","1","202101","26"," ","2020",""
"전라남도 광양시 광양읍 덕례리","집합","1***","-","제2종일반주거","제2종근린생활","-","53.56"," ","9,000","1","202005","12"," ","2019",""
"전라남도 광양시 광양읍 덕례리","집합","1***","-","제2종일반주거","제2종근린생활","-","48.63"," ","7,000","1","202005","12"," ","2019",""
"전라남도 광양시 광양읍 덕례리","집합","1***","-","제2종일반주거","제2종근린생활","-","41.17"," ","5,000","1","202005","12"," ","2019",""
"전라남도 광양시 광양읍 덕례리","집합","1***","-","제2종일반주거","제2종근린생활","-","34.49"," ","2,000","1","202005","12"," ","2019",""
"전라남도 광양시 광양읍 덕례리","집합","1***","대림오성로","제2종일반주거","제1종근린생활","25m미만","67.28"," ","17,000","1","202006","2"," ","2017",""
