"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 강원도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세(만원)","건축년도","도로명"
"강원도 강릉시 교동","9**","12m미만","30.32","전세","202010","16","5,000","0","2016","원대로8번길"
"강원도 강릉시 교동","1***","12m미만","30.61","전세","202102","15","5,000","0","2012","하슬라로232번길"
"강원도 강릉시 교동","1***","-","31.86","전세","202102","17","5,250","0","2006","null"
"강원도 강릉시 교동","1***","12m미만","32","월세","202007","3","200","35","2007","원대로143번길"
"강원도 강릉시 교동","1***","25m미만","32.3","월세","202012","19","300","40","2012","원대로143번길"
"강원도 강릉시 교동","1***","12m미만","32.85","전세","202102","18","9,000","0","2020","하슬라로232번길"
"강원도 강릉시 교동","8**","25m미만","33","월세","202009","2","1,000","35","2014","화부산로"
"강원도 강릉시 교동","9**","8m미만","33","월세","202102","5","300","35","2014","원대로14번길"
"강원도 강릉시 교동","1***","12m미만","33","월세","202005","6","200","50","2016","하슬라로232번길"
"강원도 강릉시 교동","1***","12m미만","33","월세","202012","7","100","37","2005","원대로143번길"
"강원도 강릉시 교동","1***","12m미만","33","월세","202007","7","300","35","2009","원대로179번길"
"강원도 강릉시 교동","9**","12m미만","33","월세","202005","8","300","33","2016","원대로8번길"
"강원도 강릉시 교동","1**","25m이상","33","월세","202008","15","500","35","1994","용지로"
"강원도 강릉시 교동","9**","12m미만","33","월세","202102","20","300","40","2013","원대로8번길"
"강원도 강릉시 교동","1***","12m미만","33","월세","202102","20","300","45","2013","정원로"
"강원도 강릉시 교동","1***","12m미만","33","월세","202009","25","300","50","2012","하슬라로"
"강원도 강릉시 교동","1***","12m미만","33","월세","202102","26","100","40","2013","하슬라로232번길"
"강원도 강릉시 교동","1***","12m미만","33","전세","202102","2","4,500","0","2003","하슬라로"
"강원도 강릉시 교동","1***","12m미만","33","전세","202011","6","3,000","0","2004","원대로179번길"
"강원도 강릉시 교동","9**","12m미만","33","전세","202008","6","6,000","0","2016","원대로8번길"
"강원도 강릉시 교동","9**","12m미만","33","전세","202010","9","6,000","0","2016","원대로8번길"
"강원도 강릉시 교동","1***","12m미만","33","전세","202011","9","6,000","0","null","율곡초교길11번길"
"강원도 강릉시 교동","1***","12m미만","33","전세","202102","16","4,000","0","2003","원대로179번길"
