"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 강원도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도","해제사유발생일"
"강원도 강릉시 성산면 보광리","일반","3**","보현길","계획관리","제2종근린생활","12m미만","83.28","389.00","15,500","null","202012","10"," ","2015",""
"강원도 강릉시 성산면 보광리","일반","4**","보광본길","계획관리","제1종근린생활","8m미만","79.03","829.00","12,000","null","202101","25"," ","1955",""
"강원도 강릉시 성산면 오봉리","일반","1**","경강로","계획관리","제2종근린생활","8m미만","260.88","807.00","58,900","null","202102","15"," ","2017",""
"강원도 강릉시 성산면 위촌리","일반","1**","소목길","계획관리","제2종근린생활","8m미만","102.55","251.00","2,300","null","202004","16"," ","1945",""
"강원도 강릉시 성산면 위촌리","일반","1**","소목길","계획관리","업무","8m미만","102.55","251.00","2,300","null","202006","26"," ","1945",""
"강원도 강릉시 성산면 위촌리","일반","3**","소목길","계획관리","제1종근린생활","12m미만","148.95","660.00","37,300","null","202007","31"," ","2003",""
"강원도 강릉시 송정동","일반","1*","팔송길","제2종일반주거","제2종근린생활","12m미만","193.81","242.00","50,000","null","202008","20"," ","2015",""
"강원도 강릉시 송정동","일반","5**","경강로","제1종일반주거","제2종근린생활","25m이상","376.85","903.00","500,000","null","202011","23"," ","2019","20201224"
"강원도 강릉시 송정동","집합","1***","경강로","제1종일반주거","제2종근린생활","-","33.54"," ","18,430","1","202102","18"," ","2020",""
"강원도 강릉시 안현동","일반","8**","해안로","계획관리","숙박","25m미만","1313.14","409.50","158,000","null","202005","6"," ","2003",""
"강원도 강릉시 안현동","집합","8**","경포로463번길","계획관리","숙박","25m미만","25.46"," ","17,832","5","202005","11"," ","2020",""
"강원도 강릉시 안현동","집합","8**","경포로463번길","계획관리","제2종근린생활","25m미만","55.72"," ","66,942","1","202005","12"," ","2020","20210126"
"강원도 강릉시 안현동","집합","1*","-","계획관리","숙박","-","52.37"," ","6,300","2","202005","26"," ","1998",""
"강원도 강릉시 안현동","일반","2**","해안로","자연환경보전","제2종근린생활","12m미만","492.09","370.00","120,000","null","202006","5"," ","2015",""
"강원도 강릉시 안현동","일반","8**","경포로475번길","계획관리","숙박","12m미만","2668.8","1032.00","280,000","null","202007","7"," ","1999","20200924"
"강원도 강릉시 안현동","일반","8**","경포로475번길","계획관리","숙박","12m미만","2668.8","1032.00","250,000","null","202007","7"," ","1999",""
"강원도 강릉시 안현동","일반","2**","해안로","자연환경보전","제1종근린생활","12m미만","492.09","370.00","134,000","null","202009","5"," ","2015","20201022"
"강원도 강릉시 안현동","일반","7**","안현로","자연녹지","제2종근린생활","25m이상","491.82","1300.00","94,000","null","202011","9"," ","2017",""
"강원도 강릉시 안현동","일반","8**","해안로","계획관리","숙박","25m미만","976.04","660.90","172,000","null","202102","18"," ","1991","20210317"
"강원도 강릉시 연곡면 삼산리","일반","7**","진고개로","계획관리","제2종근린생활","8m미만","231.59","350.00","23,173","null","202005","14"," ","1996",""
"강원도 강릉시 연곡면 삼산리","일반","4*","소금강길","자연환경보전","업무","8m미만","80.99","463.00","10,859","null","202012","3"," ","1984",""
"강원도 강릉시 연곡면 영진리","일반","3**","영진길","제2종일반주거","제2종근린생활","8m미만","1408.92","2153.00","320,700","null","202003","25"," ","1987",""
"강원도 강릉시 옥계면 도직리","일반","6*","도직길","계획관리","숙박","8m미만","214.49","347.00","20,000","null","202011","3"," ","1999",""
"강원도 강릉시 옥계면 현내리","일반","1***","현내교동길","계획관리","기타","8m미만","136.5","481.00","7,500","null","202009","17"," ","1996",""
"강원도 강릉시 옥천동","집합","2**","옥천로","일반상업","제1종근린생활","25m미만","17.5"," ","3,500","2","202003","6"," ","1977",""
"강원도 강릉시 옥천동","일반","1**","옥천로","제2종일반주거","제2종근린생활","25m미만","148.36","155.00","22,000","null","202003","10"," ","2001",""
"강원도 강릉시 옥천동","일반","3**","용지로","일반상업","숙박","25m이상","3008.62","1163.50","186,500","null","202003","17"," ","1989",""
"강원도 강릉시 옥천동","일반","3**","-","일반상업","제1종근린생활","25m이상","1038.18","100.50","25,000","null","202005","6"," ","1983",""
"강원도 강릉시 옥천동","일반","2**","옥천로65번길","일반상업","숙박","8m미만","302.84","156.00","22,000","null","202005","28"," ","1990","20200608"
"강원도 강릉시 옥천동","일반","2**","옥천로65번길","일반상업","숙박","8m미만","302.84","156.00","25,000","null","202005","28"," ","1990",""
"강원도 강릉시 옥천동","일반","3**","중기2길","제2종일반주거","제1종근린생활","25m미만","486.8","214.80","46,800","null","202006","15"," ","1996",""
"강원도 강릉시 옥천동","일반","3*","수문길","제2종일반주거","제2종근린생활","12m미만","636.36","260.00","38,500","null","202007","6"," ","1990",""
"강원도 강릉시 옥천동","집합","1**","경강로","일반상업","판매","25m이상","49.68"," ","23,000","6","202007","27"," ","2009",""
"강원도 강릉시 옥천동","일반","3**","용지로","일반상업","제2종근린생활","25m이상","490.04","506.10","106,000","null","202007","30"," ","2004",""
"강원도 강릉시 옥천동","일반","2**","옥천로61번길","일반상업","제1종근린생활","12m미만","190.9","291.00","35,000","null","202009","3"," ","1988",""
"강원도 강릉시 옥천동","집합","1**","경강로","일반상업","판매","25m이상","264.51"," ","48,000","6","202009","29"," ","2009",""
"강원도 강릉시 옥천동","일반","1**","옥천로61번길","일반상업","숙박","12m미만","993.68","306.40","65,500","null","202011","12"," ","1994",""
"강원도 강릉시 옥천동","일반","2**","옥천로62번길","일반상업","숙박","12m미만","701.35","264.00","120,000","null","202011","24"," ","2003",""
"강원도 강릉시 옥천동","일반","1**","옥가로","일반상업","제2종근린생활","12m미만","320","246.30","42,000","null","202101","23"," ","1996",""
