"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 강원도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"강원도 강릉시 옥천동","223","0223","0000","동부시장주택","55.8","13.2","202007","3","5,900","3","1977","옥천로 48",""
"강원도 강릉시 옥천동","223","0223","0000","동부시장주택","89.45","16.6","202007","6","6,700","3","1977","옥천로 48",""
"강원도 강릉시 옥천동","223","0223","0000","동부시장주택","59.5","23.9","202011","12","5,500","3","1977","옥천로 48",""
"강원도 강릉시 옥천동","223","0223","0000","동부시장주택","72.59","23.2","202101","25","6,500","3","1977","옥천로 48",""
"강원도 강릉시 옥천동","223","0223","0000","동부시장주택","74.47","13.2","202102","21","7,500","4","1977","옥천로 48",""
"강원도 강릉시 옥천동","212-1","0212","0001","로얄","70.925","51.4","202011","6","4,000","3","1983","옥천로62번길 3",""
"강원도 강릉시 유천동","793","0793","0000","강릉유천 더 테라스 아리스타","84.899","137.44","202010","22","36,000","1","2020","위촌길 30",""
"강원도 강릉시 유천동","793","0793","0000","강릉유천 더 테라스 아리스타","84.7242","137.15","202011","19","34,000","2","2020","위촌길 30",""
"강원도 강릉시 임당동","89-21","0089","0021","세화","70.71","48.4","202004","21","7,200","1","1981","경강로2095번길 6-1",""
"강원도 강릉시 임당동","89-21","0089","0021","세화","65.62","47","202004","30","7,350","1","1981","경강로2095번길 6-1",""
"강원도 강릉시 입암동","97-13","0097","0013","그린내빌","73.65","73.88","202007","28","17,300","3","2017","월대산로 85-11",""
"강원도 강릉시 입암동","498-6","0498","0006","대목임대","31.15","44.3","202004","17","4,000","2","1987","용지로 43",""
"강원도 강릉시 입암동","498-6","0498","0006","대목임대","31.15","44.3","202006","4","1,500","3","1987","용지로 43",""
"강원도 강릉시 입암동","498-6","0498","0006","대목임대","31.15","44.3","202009","25","3,500","1","1987","용지로 43",""
"강원도 강릉시 입암동","662-448","0662","0448","삼익주택","47.16","102.24","202006","11","4,600","1","1989","부기길 16",""
"강원도 강릉시 주문진읍 교항리","330-1","0330","0001","교항","47.33","59.77","202003","16","3,750","2","1984","교항원길 30",""
"강원도 강릉시 주문진읍 교항리","246-1","0246","0001","금성아트","82.34","66.1","202006","11","9,500","4","2003","민등산길 27",""
"강원도 강릉시 주문진읍 교항리","173-7","0173","0007","동해빌라","66.716","42.75","202006","1","3,250","3","1985","장성중길 7",""
"강원도 강릉시 주문진읍 교항리","43","0043","0000","마이티빌리지","59.06","49.19","202004","10","14,036","4","2019","매맥이윗길 13-1",""
"강원도 강릉시 주문진읍 교항리","43","0043","0000","마이티빌리지","80.4","66.97","202005","14","18,975","3","2019","매맥이윗길 13-1",""
"강원도 강릉시 주문진읍 교항리","43","0043","0000","마이티빌리지","80.4","66.97","202005","19","19,800","5","2019","매맥이윗길 13-1",""
"강원도 강릉시 주문진읍 교항리","43","0043","0000","마이티빌리지","56.88","47.38","202005","29","14,465","2","2019","매맥이윗길 13-1",""
"강원도 강릉시 주문진읍 교항리","43","0043","0000","마이티빌리지","56.88","47.38","202005","31","14,465","3","2019","매맥이윗길 13-1",""
"강원도 강릉시 주문진읍 교항리","43","0043","0000","마이티빌리지","59.06","49.19","202007","1","14,036","5","2019","매맥이윗길 13-1",""
"강원도 강릉시 주문진읍 교항리","43","0043","0000","마이티빌리지","56.88","47.38","202007","1","13,465","4","2019","매맥이윗길 13-1",""
"강원도 강릉시 주문진읍 교항리","43","0043","0000","마이티빌리지","59.06","49.19","202007","22","13,000","2","2019","매맥이윗길 13-1",""
"강원도 강릉시 주문진읍 교항리","43","0043","0000","마이티빌리지","80.4","66.97","202008","17","19,710","4","2019","매맥이윗길 13-1",""
