"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적(㎡)","거래금액(만원)","지분구분","해제사유발생일"
"인천광역시 강화군 내가면 오상리","3**","답","농림지역","-","202003","2","538","6,300"," ",""
"인천광역시 강화군 화도면 덕포리","4**","도로","생산관리지역","-","202003","2","6.89","64","지분",""
"인천광역시 옹진군 영흥면 내리","3**","도로","생산관리지역","-","202003","2","61","650","지분",""
"인천광역시 계양구 다남동","산1*","임야","개발제한구역","8m미만","202003","2","5124","69,700"," ","20200409"
"인천광역시 강화군 교동면 서한리","1***","답","농림지역","8m미만","202003","2","2339.6","7,770"," ",""
"인천광역시 옹진군 영흥면 내리","3**","도로","생산관리지역","-","202003","2","67","700","지분",""
"인천광역시 옹진군 자월면 자월리","1***","임야","보전관리지역","-","202003","2","256","700"," ",""
"인천광역시 강화군 길상면 길직리","1**","답","생산관리지역","8m미만","202003","2","451","8,900"," ",""
"인천광역시 계양구 상야동","3**","답","개발제한구역","8m미만","202003","2","4165","81,900"," ",""
"인천광역시 계양구 다남동","산1*","임야","개발제한구역","8m미만","202003","2","727","9,890"," ","20200409"
"인천광역시 연수구 송도동","2*","대","준주거지역","25m미만","202003","2","165.83","90,000","지분",""
"인천광역시 강화군 하점면 창후리","8**","답","계획관리지역","-","202003","2","221","944"," ",""
"인천광역시 서구 가정동","산2*","임야","보전녹지지역","-","202003","3","126","1,064","지분",""
"인천광역시 서구 백석동","산6*","임야","자연녹지지역","-","202003","3","351.5","1,250"," ",""
"인천광역시 중구 운남동","1**","도로","생산녹지지역","-","202003","3","33.06","1,300","지분",""
"인천광역시 강화군 강화읍 옥림리","4**","전","계획관리지역","8m미만","202003","3","86","1,500"," ",""
"인천광역시 서구 공촌동","산2*","임야","개발제한구역","-","202003","3","1159","10,800"," ",""
"인천광역시 연수구 송도동","2*","대","준주거지역","25m미만","202003","3","165.63","115,000","지분",""
"인천광역시 강화군 강화읍 옥림리","4**","대","계획관리지역","8m미만","202003","3","611","12,748"," ",""
"인천광역시 강화군 선원면 선행리","4**","도로","보전관리지역","-","202003","3","4.08","17","지분",""
"인천광역시 강화군 삼산면 매음리","6**","답","농림지역","8m미만","202003","3","3193","17,000"," ",""
"인천광역시 강화군 양도면 하일리","2**","전","계획관리지역","-","202003","3","1018","18,480"," ",""
"인천광역시 강화군 선원면 선행리","4**","도로","보전관리지역","-","202003","3","4.51","19","지분",""
"인천광역시 중구 중산동","1***","전","자연녹지지역","8m미만","202003","3","562","22,000"," ",""
"인천광역시 중구 운남동","1**","답","생산녹지지역","-","202003","3","628","24,700"," ",""
"인천광역시 강화군 하점면 부근리","2**","전","계획관리지역","12m미만","202003","3","1652","26,000"," ","20200822"
"인천광역시 서구 가정동","산2*","임야","보전녹지지역","-","202003","3","33","280","지분",""
"인천광역시 미추홀구 주안동","5**","대","제2종일반주거지역","12m미만","202003","3","51.2","29,780"," ",""
"인천광역시 미추홀구 주안동","1***","대","제2종일반주거지역","12m미만","202003","3","19.73","32,435","지분",""
"인천광역시 남동구 남촌동","4**","전","개발제한구역","8m미만","202003","3","827","49,000"," ",""
"인천광역시 옹진군 영흥면 내리","1***","임야","계획관리지역","8m미만","202003","3","247","5,000"," ",""
"인천광역시 강화군 강화읍 옥림리","4**","대","계획관리지역","8m미만","202003","3","275","5,622"," ",""
"인천광역시 강화군 선원면 선행리","4**","도로","보전관리지역","-","202003","3","1.41","6","지분",""
"인천광역시 미추홀구 문학동","2*","대","자연녹지지역","-","202003","3","1785","66,000"," ","20200409"
"인천광역시 강화군 불은면 삼동암리","7**","과수원","계획관리지역","-","202003","3","852","7,732"," ",""
"인천광역시 강화군 서도면 주문도리","1***","임야","농림지역","-","202003","3","445","800"," ",""
"인천광역시 강화군 삼산면 하리","1*","임야","보전관리지역","-","202003","3","695","9,000"," ",""
"인천광역시 옹진군 영흥면 선재리","1**","대","계획관리지역","8m미만","202003","3","357","9,800"," ",""
"인천광역시 중구 운남동","산1**","임야","보전녹지지역","-","202003","4","198.34","1,194","지분",""
"인천광역시 서구 가정동","산2*","임야","보전녹지지역","-","202003","4","164","1,400","지분",""
"인천광역시 중구 남북동","9**","답","자연녹지지역","25m미만","202003","4","67","10,000"," ",""
"인천광역시 강화군 길상면 장흥리","산1**","임야","계획관리지역","-","202003","4","33","100","지분",""
"인천광역시 옹진군 영흥면 선재리","4**","제방","계획관리지역","-","202003","4","275","11,620"," ",""
"인천광역시 강화군 길상면 온수리","4**","전","자연녹지지역","8m미만","202003","4","555","11,760"," ",""
"인천광역시 강화군 양도면 도장리","1***","답","농림지역","-","202003","4","2065","12,500"," ",""
"인천광역시 중구 덕교동","1**","임야","보전녹지지역","-","202003","4","511","13,000"," ",""
"인천광역시 강화군 양도면 도장리","1***","답","농림지역","8m미만","202003","4","2314","14,000"," ",""
"인천광역시 강화군 양도면 하일리","7*","전","보전관리지역","-","202003","4","221","2,200"," ",""
"인천광역시 강화군 내가면 고천리","산5**","임야","보전관리지역","-","202003","4","11107","20,000"," ",""
"인천광역시 중구 남북동","9**","답","자연녹지지역","25m미만","202003","4","19","3,000"," ",""
"인천광역시 강화군 길상면 길직리","8**","답","농림지역","8m미만","202003","4","504","3,499"," ",""
"인천광역시 강화군 내가면 고천리","1***","전","자연녹지지역","8m미만","202003","4","162","3,700"," ",""
"인천광역시 부평구 삼산동","2**","대","제2종일반주거지역","8m미만","202003","4","215","30,000"," ",""
"인천광역시 옹진군 영흥면 선재리","4**","염전","계획관리지역","8m미만","202003","4","761","32,200"," ",""
"인천광역시 서구 청라동","1**","대","제1종전용주거지역","25m미만","202003","4","301.1","39,000"," ",""
"인천광역시 강화군 교동면 난정리","1***","답","농림지역","8m미만","202003","4","9988","39,952"," ",""
"인천광역시 강화군 화도면 사기리","산6*","임야","농림지역","-","202003","4","331","390","지분",""
"인천광역시 강화군 길상면 장흥리","2**","도로","계획관리지역","-","202003","4","2","5","지분",""
"인천광역시 강화군 길상면 온수리","산3*","임야","자연녹지지역","8m미만","202003","4","480.4","5,000","지분",""
"인천광역시 옹진군 영흥면 선재리","4**","염전","계획관리지역","8m미만","202003","4","122","5,180","지분",""
"인천광역시 강화군 길상면 온수리","6**","임야","자연녹지지역","8m미만","202003","4","45.38","500","지분",""
"인천광역시 강화군 삼산면 매음리","*","답","계획관리지역","12m미만","202003","4","1323","54,000","지분","20200306"
"인천광역시 중구 운북동","3*","답","자연녹지지역","8m미만","202003","4","1421","54,000"," ",""
"인천광역시 중구 운북동","3*","답","자연녹지지역","8m미만","202003","4","1421","54,000"," ","20200427"
"인천광역시 중구 운북동","3*","답","자연녹지지역","8m미만","202003","4","1421","54,000"," ","20200427"
"인천광역시 강화군 삼산면 매음리","*","답","계획관리지역","12m미만","202003","4","1653","67,500","지분",""
"인천광역시 강화군 삼산면 매음리","*","답","계획관리지역","-","202003","4","1653","67,500"," ",""
"인천광역시 강화군 삼산면 매음리","*","답","계획관리지역","12m미만","202003","4","1653","67,500","지분","20200316"
"인천광역시 강화군 길상면 길직리","8**","답","농림지역","8m미만","202003","4","1020","7,081"," ",""
"인천광역시 강화군 송해면 하도리","3**","전","계획관리지역","12m미만","202003","4","70","700"," ",""
"인천광역시 계양구 둑실동","산1**","임야","개발제한구역","-","202003","4","49.5","735","지분",""
"인천광역시 강화군 양도면 삼흥리","1***","대","계획관리지역","-","202003","4","48","768"," ",""
