"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 충청남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도","해제사유발생일"
"충청남도 공주시 신관동","일반","1**","금벽로","제2종일반주거","제1종근린생활","25m이상","33.9","175.00","32,272","null","202012","10"," ","2008",""
"충청남도 공주시 신관동","일반","6**","번영1로","준주거","판매","25m이상","1480.88","1014.60","307,010","null","202012","11"," ","2003",""
"충청남도 공주시 신관동","일반","6**","번영2로","제2종일반주거","제2종근린생활","12m미만","787.74","307.60","155,000","null","202101","4"," ","1997",""
"충청남도 공주시 신관동","일반","1*","흑수골길","제2종일반주거","제2종근린생활","12m미만","199.74","826.00","140,000","null","202101","22"," ","1999",""
"충청남도 공주시 신관동","일반","5**","전막2길","제2종일반주거","제2종근린생활","12m미만","620.27","274.30","55,000","null","202101","29"," ","1999",""
"충청남도 공주시 신관동","일반","6**","번영2로","일반상업","숙박","12m미만","998.57","390.70","220,000","null","202102","2"," ","1998",""
"충청남도 공주시 신관동","일반","3**","관골1길","제2종일반주거","업무","8m미만","19.8","214.00","23,000","null","202102","9"," ","1987",""
"충청남도 공주시 신관동","집합","6**","공주대학로","준주거","제1종근린생활","25m미만","48"," ","62,605","null","202102","15"," ","1989",""
"충청남도 공주시 신관동","일반","2**","신금1길","제2종일반주거","제2종근린생활","12m미만","168.56","141.00","43,000","null","202102","16"," ","2018",""
"충청남도 공주시 신관동","일반","6**","공주대학로","제2종일반주거","제2종근린생활","12m미만","33","371.90","50,000","null","202102","22"," ","1996",""
"충청남도 공주시 신풍면 봉갑리","일반","2**","줄바위길","계획관리","제2종근린생활","8m미만","193.2","500.00","17,000","null","202101","4"," ","1997",""
"충청남도 공주시 신풍면 청흥리","일반","5**","충의로","농림","제1종근린생활","12m미만","290.5","1019.00","6,000","null","202004","20"," ","1974",""
