"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 충청남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"충청남도 금산군 추부면 추정리","173-9","0173","0009","그린힐 1동","월세","70.79","202004","22","2,000","70","2","2019","문화마을로 18"
"충청남도 금산군 추부면 추정리","173-8","0173","0008","그린힐 2,3동","월세","72.12","202007","15","2,000","65","2","2019","문화마을로 16"
"충청남도 금산군 추부면 추정리","173-8","0173","0008","그린힐 2,3동","월세","72.12","202007","30","4,000","45","1","2019","문화마을로 16"
"충청남도 논산시 강경읍 동흥리","101","0101","0000","그린빌","월세","35.8712","202004","21","2,000","25","5","2016","금백로 169"
"충청남도 논산시 강경읍 채산리","341-9","0341","0009","해피하우스","전세","68.02","202005","21","6,800","0","4","2013","잣디1길 10-8"
"충청남도 논산시 강경읍 채산리","341-9","0341","0009","해피하우스","월세","68.02","202005","29","500","40","2","2013","잣디1길 10-8"
"충청남도 논산시 강경읍 채산리","341-9","0341","0009","해피하우스","전세","68.02","202012","30","7,000","0","4","2013","잣디1길 10-8"
"충청남도 논산시 대교동","237-15","0237","0015","마미안","전세","83.3025","202005","12","10,000","0","2","2012","해월로211번길 14-6"
"충청남도 논산시 대교동","25-4","0025","0004","삼화빌라(25-4)","전세","62.9","202102","17","4,000","0","4","1991","대화로96번길 8-4"
"충청남도 논산시 대교동","64-6","0064","0006","수정빌라","월세","76.35","202004","8","1,000","40","2","1992","대화로83번길 7"
"충청남도 논산시 대교동","242-35","0242","0035","제일빌라","전세","75.6","202101","7","3,500","0","4","1992","해월로211번길 22-9"
"충청남도 논산시 부창동","140-2","0140","0002","경원빌라","월세","76.86","202012","16","500","35","3","1992","부창로25번길 3"
