"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 경상북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명","해제사유발생일"
"경상북도 경산시 삼풍동","5**","다가구","12m미만","450.74","206.2","202010","13","57,500","2001","삼풍로2길",""
"경상북도 경산시 삼풍동","5**","다가구","12m미만","436.66","207.9","202009","15","48,900","2002","삼풍로2길",""
"경상북도 경산시 삼풍동","5**","다가구","12m미만","399.01","226","202010","24","56,000","2010","삼풍안길",""
"경상북도 경산시 삼풍동","5**","다가구","12m미만","409.94","230.2","202006","23","55,000","2006","삼풍로6길",""
"경상북도 경산시 삼풍동","5**","다가구","12m미만","491.11","232.7","202011","13","48,500","2001","삼풍로6길",""
"경상북도 경산시 상방동","2**","단독","8m미만","96.57","502","202007","6","61,000","2014","남매로4길","20201012"
"경상북도 경산시 상방동","2**","단독","8m미만","185.23","502","202007","6","61,000","2014","남매로4길",""
"경상북도 경산시 서상동","3*","단독","8m미만","69.32","139","202006","21","16,500","1979","서상길",""
"경상북도 경산시 서상동","1**","단독","8m미만","33.82","198","202008","20","19,900","1940","장산로18길",""
"경상북도 경산시 서상동","3*","단독","8m미만","70.23","205","202012","12","37,500","1977","중앙로16길",""
"경상북도 경산시 서상동","3*","단독","8m미만","70.23","205","202012","12","37,500","1977","중앙로16길","20210111"
"경상북도 경산시 신천동","2**","단독","8m미만","139.72","400","202004","9","45,500","2019","원효로",""
"경상북도 경산시 압량읍 가일리","1**","단독","12m미만","62.92","160","202004","23","6,000","2020","가일길",""
"경상북도 경산시 압량읍 가일리","1**","단독","8m미만","91","240","202008","5","10,720","2007","가일길23길",""
"경상북도 경산시 압량읍 가일리","8*","단독","8m미만","76.79","520","202005","12","18,000","1995","가일길",""
"경상북도 경산시 압량읍 금구리","6**","단독","-","56.33","149","202006","15","9,300","1946","노선길",""
"경상북도 경산시 압량읍 금구리","5**","단독","8m미만","81.48","155","202003","19","8,930","1994","금구길",""
"경상북도 경산시 압량읍 금구리","4**","단독","8m미만","103.92","223","202007","29","10,500","1990","금구길24길",""
"경상북도 경산시 압량읍 금구리","9*","단독","8m미만","215","635","202010","15","9,000","1957","건천길",""
"경상북도 경산시 압량읍 당리리","4**","단독","8m미만","45.36","86","202102","24","2,000","1961","당리길",""
"경상북도 경산시 압량읍 당리리","4**","단독","8m미만","172.22","964","202004","1","70,000","2011","당리길4길",""
"경상북도 경산시 압량읍 부적리","4**","다가구","8m미만","361.23","144","202102","15","73,000","2013","청운1로",""
"경상북도 경산시 압량읍 부적리","4**","다가구","12m미만","326.19","148","202006","18","60,300","2009","대학로69길",""
"경상북도 경산시 압량읍 부적리","3**","다가구","8m미만","313.2","181.6","202004","8","28,000","2003","청운2로21길",""
"경상북도 경산시 압량읍 부적리","3**","다가구","25m미만","350.89","205.6","202006","29","58,000","2003","청운2로",""
"경상북도 경산시 압량읍 부적리","3**","다가구","25m미만","397.29","215","202003","27","85,920","2018","청운2로",""
"경상북도 경산시 압량읍 부적리","3**","다가구","8m미만","532.46","227.9","202003","11","38,000","2002","대학로75길",""
"경상북도 경산시 압량읍 부적리","3**","다가구","8m미만","278.52","263.3","202012","17","24,000","2003","대학로75길",""
"경상북도 경산시 압량읍 부적리","4**","단독","8m미만","60.67","104","202011","23","10,500","1989","고분길",""
"경상북도 경산시 압량읍 부적리","4**","단독","8m미만","60.67","104","202011","23","10,500","1989","고분길","20201204"
"경상북도 경산시 압량읍 부적리","7**","단독","8m미만","72.85","156","202006","9","10,900","1979","청운2로",""
"경상북도 경산시 압량읍 부적리","1**","단독","8m미만","70.14","172","202010","5","18,200","1979","마이지길",""
"경상북도 경산시 압량읍 부적리","1**","단독","8m미만","120.9","203","202012","17","43,800","1981","신대길",""
"경상북도 경산시 압량읍 부적리","2**","단독","8m미만","42.25","294","202004","2","25,000","1971","압량시장길",""
"경상북도 경산시 압량읍 부적리","3**","단독","8m미만","84","450","202101","25","33,000","1920","조산로5길",""
"경상북도 경산시 압량읍 신대리","6**","다가구","12m미만","389.64","210.8","202009","21","47,000","2010","압독2로8길",""
"경상북도 경산시 압량읍 신대리","6**","다가구","12m미만","389.9","210.9","202004","3","50,000","2011","압독2로8길",""
"경상북도 경산시 압량읍 신대리","6**","다가구","12m미만","396.14","211","202012","2","46,000","2009","압독2로8길",""
"경상북도 경산시 압량읍 신대리","6**","다가구","12m미만","399.55","221","202006","17","46,000","2011","압독2로8길",""
"경상북도 경산시 압량읍 신대리","5**","다가구","12m미만","445.88","241.4","202011","16","59,900","2013","압독3로2길",""
"경상북도 경산시 압량읍 신대리","5**","다가구","12m미만","509.5","255.4","202011","18","84,500","2010","압독3로2길",""
"경상북도 경산시 압량읍 신대리","6**","다가구","12m미만","503.86","279.7","202005","20","94,800","2000","압독4로1길",""
"경상북도 경산시 압량읍 신대리","2**","단독","8m미만","22.91","271","202012","23","80,000","1920","신대길",""
"경상북도 경산시 압량읍 신대리","1**","단독","8m미만","140.72","370","202012","23","61,000","1994","신대길",""
"경상북도 경산시 압량읍 신월리","2**","단독","8m미만","97.65","391","202004","21","16,800","1998","신월길5길",""
"경상북도 경산시 압량읍 신월리","3**","단독","8m미만","108.84","562","202011","2","33,300","2013","진못둑길",""
"경상북도 경산시 압량읍 신월리","4**","단독","8m미만","189.39","635.3","202012","23","55,000","2018","신월언덕길",""
"경상북도 경산시 압량읍 신월리","3**","단독","8m미만","198.74","698","202006","3","43,000","2014","진못둑길",""
"경상북도 경산시 압량읍 압량리","2**","단독","8m미만","27.1","370","202102","5","25,760","1962","압량길",""
"경상북도 경산시 압량읍 압량리","2**","단독","8m미만","27.1","370","202009","15","25,760","1962","압량길","20201231"
"경상북도 경산시 압량읍 압량리","2**","단독","8m미만","16.6","463","202102","22","12,000","1931","압량길",""
"경상북도 경산시 압량읍 의송리","2**","단독","8m미만","87.67","169","202006","15","8,500","2000","의송길",""
"경상북도 경산시 여천동","6**","단독","8m미만","93.33","423","202007","24","10,500","1994","유곡길",""
"경상북도 경산시 옥곡동","8**","다가구","12m미만","333.96","226.7","202007","2","48,000","2006","경산로13길",""
"경상북도 경산시 옥곡동","8**","다가구","25m미만","343.15","229","202008","5","76,000","2004","경산로16길",""
"경상북도 경산시 옥곡동","8**","다가구","12m미만","358.92","239.8","202007","14","75,000","2010","경산로15길","20200729"
"경상북도 경산시 옥곡동","8**","다가구","12m미만","358.92","239.8","202007","14","75,000","2010","경산로15길",""
"경상북도 경산시 옥곡동","8**","다가구","12m미만","373.25","249.7","202102","16","74,500","2006","경산로13길",""
"경상북도 경산시 옥곡동","8*","다가구","12m미만","415.81","278.7","202011","2","84,000","2017","장산로4길",""
"경상북도 경산시 옥곡동","2*","단독","8m미만","21.06","136","202003","15","11,000","1950","중앙로2길",""
"경상북도 경산시 옥곡동","3*","단독","12m미만","66.56","151","202010","30","21,700","1979","선비길",""
"경상북도 경산시 옥곡동","1*","단독","8m미만","51.42","198","202007","13","13,000","1974","중앙로2길",""
"경상북도 경산시 옥곡동","4*","단독","8m미만","49.86","199","202011","20","21,000","2016","선비길",""
"경상북도 경산시 옥곡동","5*","단독","25m미만","111.5","265","202010","17","35,000","1961","장산로",""
"경상북도 경산시 옥산동","8**","다가구","12m미만","294.52","182.9","202012","17","39,000","1994","성암로10길",""
"경상북도 경산시 옥산동","8**","다가구","12m미만","332.67","186.6","202101","30","40,500","1994","성암로10길",""
"경상북도 경산시 옥산동","8**","다가구","12m미만","198.99","187","202012","15","33,500","1995","성암로11길",""
"경상북도 경산시 옥산동","8**","다가구","12m미만","340.62","191.3","202012","17","30,000","1995","성암로9길",""
"경상북도 경산시 옥산동","8**","다가구","8m미만","329.82","192.9","202009","8","32,000","1996","성암로10길","20201026"
"경상북도 경산시 옥산동","8**","다가구","8m미만","329.82","192.9","202009","8","32,000","1996","성암로10길",""
"경상북도 경산시 옥산동","8**","다가구","8m미만","331.8","193","202008","25","30,900","1995","성암로10길",""
"경상북도 경산시 옥산동","3**","다가구","8m미만","290.86","195","202006","4","24,740","2001","성암로3길",""
"경상북도 경산시 옥산동","8**","다가구","25m미만","350.25","196.6","202102","22","64,000","1996","성암로",""
"경상북도 경산시 옥산동","8**","다가구","12m미만","353.46","197.4","202010","22","47,000","1995","성암로7길",""
