"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전라북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세(만원)","건축년도","도로명"
"전라북도 군산시 경장동","5**","12m미만","40","월세","202007","11","200","36","2019","백릉안5길"
"전라북도 군산시 경장동","4**","12m미만","40","월세","202008","19","1,000","33","2018","경암1길"
"전라북도 군산시 경장동","4**","-","40","월세","202006","27","300","38","2018","null"
"전라북도 군산시 경장동","4**","-","45","전세","202009","7","3,500","0","2014","null"
"전라북도 군산시 경장동","5**","12m미만","45","전세","202010","29","5,000","0","2019","백릉안5길"
"전라북도 군산시 경장동","5**","12m미만","45","전세","202010","29","5,000","0","2019","백릉안5길"
"전라북도 군산시 경장동","4**","-","46.89","전세","202102","1","4,500","0","null","null"
"전라북도 군산시 경장동","4**","12m미만","49.2","월세","202003","13","300","31","2017","백릉3길"
"전라북도 군산시 경장동","5**","12m미만","50","전세","202006","4","5,500","0","2019","백릉안5길"
"전라북도 군산시 경장동","5**","12m미만","50","전세","202006","4","5,500","0","2019","백릉안5길"
"전라북도 군산시 경장동","5**","12m미만","50","전세","202006","21","5,500","0","2019","백릉안5길"
"전라북도 군산시 경장동","4**","12m미만","50","전세","202102","25","6,000","0","null","경암1길"
"전라북도 군산시 경장동","5**","12m미만","50","전세","202006","26","5,500","0","2019","백릉안5길"
"전라북도 군산시 경장동","4**","8m미만","60","월세","202012","11","1,000","40","null","백릉안1길"
"전라북도 군산시 경장동","5**","12m미만","60","전세","202101","22","7,000","0","2019","백릉안5길"
"전라북도 군산시 경장동","5**","12m미만","75","전세","202011","24","9,500","0","2017","조촌1길"
"전라북도 군산시 경장동","5**","12m미만","80","월세","202004","30","5,000","38","2017","조촌1길"
"전라북도 군산시 경장동","5**","12m미만","80","전세","202004","9","9,000","0","2017","조촌1길"
"전라북도 군산시 구암동","2**","25m미만","63.36","전세","202006","12","5,000","0","1977","양촌1길"
"전라북도 군산시 금광동","1**","-","30","월세","202004","9","200","26","null","null"
"전라북도 군산시 금동","1*","12m미만","69.28","전세","202007","29","6,000","0","1972","군산창길"
"전라북도 군산시 나운동","7**","8m미만","23","월세","202005","22","2,300","3","2015","신설1길"
"전라북도 군산시 나운동","1***","12m미만","25","월세","202101","24","100","25","2010","나운안길"
"전라북도 군산시 나운동","7**","8m미만","28","전세","202003","24","2,500","0","2018","상신5길"
"전라북도 군산시 나운동","7**","8m미만","28","전세","202010","29","2,300","0","2015","신설1길"
"전라북도 군산시 나운동","1***","12m미만","29","월세","202101","7","2,000","25","2016","상나운1길"
"전라북도 군산시 나운동","7**","12m미만","29","월세","202005","11","200","23","2013","나운우회로"
"전라북도 군산시 나운동","4**","25m미만","30","월세","202101","4","100","30","2011","나운로"
"전라북도 군산시 나운동","7**","12m미만","30","월세","202006","18","200","27","2013","나운우회로"
"전라북도 군산시 나운동","1***","12m미만","30","월세","202011","26","200","20","2009","서수송1길"
"전라북도 군산시 나운동","8**","12m미만","30","월세","202003","27","200","27","2012","부곡1길"
"전라북도 군산시 나운동","7**","12m미만","30","전세","202006","11","2,500","0","2013","상신2길"
"전라북도 군산시 나운동","7**","8m미만","30","전세","202101","21","3,300","0","2015","신설1길"
"전라북도 군산시 나운동","8**","8m미만","30","전세","202004","27","2,500","0","2010","한밭1길"
"전라북도 군산시 나운동","8**","8m미만","33","전세","202007","11","2,500","0","2010","한밭1길"
"전라북도 군산시 나운동","1***","12m미만","33","전세","202006","13","3,000","0","2010","나운안길"
"전라북도 군산시 나운동","7**","-","35","전세","202101","15","2,300","0","null","null"
"전라북도 군산시 나운동","8**","8m미만","35","전세","202005","22","3,000","0","2010","한밭1길"
"전라북도 군산시 나운동","1***","12m미만","35","전세","202101","27","4,300","0","2016","상나운1길"
"전라북도 군산시 나운동","8**","12m미만","39","월세","202003","10","300","35","2015","상나운2길"
"전라북도 군산시 나운동","7**","-","39.97","전세","202007","31","4,000","0","2015","null"
"전라북도 군산시 나운동","7**","8m미만","40","월세","202003","3","500","15","2018","신설로"
"전라북도 군산시 나운동","7**","12m미만","40","월세","202012","5","200","28","2010","상신3길"
"전라북도 군산시 나운동","1***","12m미만","40","월세","202007","10","400","34","2016","한밭2길"
"전라북도 군산시 나운동","8**","12m미만","40","월세","202102","15","300","34","2012","부곡1길"
"전라북도 군산시 나운동","1***","12m미만","40","월세","202102","15","300","34","2016","한밭2길"
"전라북도 군산시 나운동","7**","8m미만","40","월세","202102","17","500","17","2018","신설로"
"전라북도 군산시 나운동","7**","8m미만","40","월세","202005","18","500","17","2018","신설로"
"전라북도 군산시 나운동","7**","8m미만","40","전세","202003","3","3,700","0","2013","상신2길"
"전라북도 군산시 나운동","8**","-","40","전세","202102","19","3,500","0","2012","null"
"전라북도 군산시 나운동","7**","8m미만","40","전세","202101","28","3,500","0","2013","상신2길"
"전라북도 군산시 나운동","8**","8m미만","40","전세","202003","30","3,000","0","2010","한밭1길"
"전라북도 군산시 나운동","7**","-","40.38","전세","202011","27","4,000","0","2011","null"
"전라북도 군산시 나운동","7**","-","40.95","전세","202005","27","4,500","0","2016","null"
"전라북도 군산시 나운동","7**","8m미만","43","월세","202102","23","200","21","2015","신설1길"
"전라북도 군산시 나운동","8**","-","44.07","전세","202009","29","5,000","0","2015","null"
"전라북도 군산시 나운동","7**","12m미만","45","전세","202003","24","4,000","0","2013","나운우회로"
"전라북도 군산시 나운동","7**","-","46.64","전세","202003","13","5,500","0","2018","null"
"전라북도 군산시 나운동","8**","8m미만","47","전세","202007","23","5,500","0","2015","현충로"
"전라북도 군산시 나운동","7**","-","47.82","전세","202003","6","6,000","0","2018","null"
"전라북도 군산시 나운동","7**","-","49.5","전세","202010","16","3,000","0","null","null"
"전라북도 군산시 나운동","6**","12m미만","50","월세","202007","2","1,000","40","2017","문화1길"
"전라북도 군산시 나운동","7**","8m미만","50","전세","202102","1","5,500","0","2018","상신5길"
"전라북도 군산시 나운동","5**","12m미만","51.5","전세","202003","23","6,000","0","2016","나운안3길"
"전라북도 군산시 나운동","5**","-","51.5","전세","202003","23","6,000","0","2016","null"
"전라북도 군산시 나운동","1***","-","51.93","전세","202011","26","6,000","0","2010","null"
"전라북도 군산시 나운동","7**","-","52.9","월세","202006","17","6,000","20","2012","null"
"전라북도 군산시 나운동","7**","-","52.9","월세","202006","17","6,000","20","2012","null"
"전라북도 군산시 나운동","7**","12m미만","54","월세","202010","30","300","38","2014","상나운1길"
"전라북도 군산시 나운동","7**","8m미만","55","월세","202101","27","800","30","2013","상나운로"
"전라북도 군산시 나운동","1***","12m미만","56","전세","202009","24","5,000","0","2010","서수송안2길"
"전라북도 군산시 나운동","1***","12m미만","57.4","전세","202007","3","6,000","0","2014","서수송1길"
"전라북도 군산시 나운동","1**","-","59.95","전세","202101","14","7,800","0","null","null"
"전라북도 군산시 나운동","7**","8m미만","60","월세","202008","8","1,000","15","2018","상신2길"
"전라북도 군산시 나운동","7**","8m미만","60","월세","202012","24","1,000","17","2018","상신2길"
"전라북도 군산시 나운동","7**","8m미만","60","전세","202004","8","5,500","0","2018","상신5길"
"전라북도 군산시 나운동","7**","8m미만","62","전세","202008","30","6,000","0","2013","상나운로"
