"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전라북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","건축년도","도로명","해제사유발생일"
"전라북도 고창군 공음면 칠암리","6**","단독","8m미만","79.4","271","202009","6","3,685","null","연동길",""
"전라북도 고창군 공음면 칠암리","6**","단독","8m미만","99.46","545","202010","13","8,500","1999","연동길",""
"전라북도 고창군 공음면 칠암리","8**","단독","8m미만","70.59","795","202008","12","2,200","1994","갑촌길",""
"전라북도 고창군 대산면 광대리","6**","단독","8m미만","96.63","786","202011","4","9,000","2015","광대신평길",""
"전라북도 고창군 대산면 대장리","2**","단독","8m미만","88.5","499","202006","30","2,700","1954","대장용산길",""
"전라북도 고창군 대산면 덕천리","1**","단독","8m미만","58.9","456","202011","18","3,900","1993","덕천길",""
"전라북도 고창군 대산면 덕천리","2**","단독","8m미만","105.9","605","202009","22","1,800","1940","덕천칠거리길",""
"전라북도 고창군 대산면 매산리","2**","단독","12m미만","180.31","213","202101","28","11,000","1980","공음대산로",""
"전라북도 고창군 대산면 매산리","6**","단독","8m미만","94.6","312","202003","18","1,200","1971","매산길",""
"전라북도 고창군 대산면 매산리","2**","단독","12m미만","255.35","407","202007","2","18,000","1977","공음대산로",""
"전라북도 고창군 대산면 매산리","산*","단독","8m미만","73.9","509","202006","29","3,500","1992","신방길",""
"전라북도 고창군 대산면 매산리","산*","단독","8m미만","129.21","992","202004","16","7,500","1984","대산길",""
"전라북도 고창군 대산면 산정리","4**","단독","8m미만","94.83","443","202007","14","4,600","2006","발산길",""
"전라북도 고창군 대산면 상금리","4**","단독","8m미만","146.52","532","202003","23","4,000","1994","차동길",""
"전라북도 고창군 대산면 상금리","1**","단독","8m미만","70.37","731","202003","10","3,000","2016","상금길",""
"전라북도 고창군 대산면 성남리","1**","단독","8m미만","68.53","591","202005","8","5,500","2014","성남길",""
"전라북도 고창군 대산면 율촌리","4**","단독","8m미만","81.6","400","202004","21","4,000","1994","신흥길",""
"전라북도 고창군 대산면 중산리","4**","단독","8m미만","60","374","202008","31","2,400","1952","곡촌길",""
"전라북도 고창군 대산면 중산리","8**","단독","8m미만","72.3","503","202007","28","7,500","1992","칠거리로",""
"전라북도 고창군 대산면 지석리","1**","단독","8m미만","71.6","626","202006","18","800","1972","천변길",""
"전라북도 고창군 대산면 지석리","6*","단독","8m미만","157.1","1266","202008","21","3,700","1901","천변길",""
"전라북도 고창군 대산면 춘산리","2**","단독","8m미만","101.6","1240","202010","29","3,900","1925","약산동촌길",""
"전라북도 고창군 무장면 강남리","2**","단독","8m미만","60","483","202008","30","4,950","1998","강남덕산길",""
"전라북도 고창군 무장면 강남리","1***","단독","8m미만","89","519","202008","18","500","1980","석수2길",""
"전라북도 고창군 무장면 고라리","3**","단독","8m미만","103.5","928","202101","21","5,600","1986","원고라길",""
"전라북도 고창군 무장면 고라리","3**","단독","8m미만","83.1","936","202004","4","11,500","1998","원고라길",""
"전라북도 고창군 무장면 교흥리","1**","단독","12m미만","81.64","212","202007","20","770","1998","녹두로",""
"전라북도 고창군 무장면 덕림리","3**","단독","8m미만","88.07","608","202012","10","7,450","2008","덕림방축안길",""
"전라북도 고창군 무장면 덕림리","3**","단독","8m미만","37","833","202007","8","6,200","1984","덕림방축길",""
"전라북도 고창군 무장면 도곡리","1**","단독","8m미만","124.47","1058","202009","1","15,792","2010","동서대로",""
"전라북도 고창군 무장면 만화리","1*","단독","8m미만","92.6","972","202009","29","1,250","1926","사미효정길",""
"전라북도 고창군 무장면 옥산리","3**","단독","8m미만","45.08","609","202005","13","3,300","2015","옥산신월길",""
"전라북도 고창군 무장면 월림리","9*","단독","8m미만","32.7","279","202101","11","800","1926","용전길",""
"전라북도 고창군 무장면 월림리","5**","단독","8m미만","76.84","331","202011","28","2,500","1985","월림죽림길",""
"전라북도 고창군 부안면 상암리","4**","단독","8m미만","42.8","185","202007","17","600","1913","null",""
"전라북도 고창군 부안면 상암리","1**","단독","8m미만","57.76","635","202012","21","2,800","2010","원당길",""
"전라북도 고창군 부안면 상암리","3**","단독","8m미만","83.7","1309","202008","4","8,000","1953","농원길",""
"전라북도 고창군 부안면 송현리","3**","단독","8m미만","99.89","645","202009","23","1,000","2012","고잔길",""
"전라북도 고창군 부안면 수남리","4**","단독","8m미만","84.94","398","202102","26","11,300","2016","선양길",""
"전라북도 고창군 부안면 수앙리","2**","단독","8m미만","87.77","390","202005","5","5,400","1995","인촌로",""
"전라북도 고창군 부안면 오산리","1**","단독","12m미만","78.69","433","202010","19","6,000","1988","복분자로",""
"전라북도 고창군 부안면 오산리","1**","단독","8m미만","40.85","664","202007","10","1,600","1987","하오2길",""
"전라북도 고창군 부안면 용산리","6*","단독","8m미만","98.94","379","202102","3","16,000","2015","용산용흥길",""
"전라북도 고창군 부안면 용산리","2*","단독","8m미만","97.44","385","202008","7","20,000","2015","용산용흥길",""
"전라북도 고창군 부안면 운양리","2**","단독","12m미만","129.6","973","202005","16","3,000","1917","운양백운길",""
"전라북도 고창군 부안면 중흥리","2**","단독","12m미만","68.4","78","202006","30","3,000","1988","복분자로",""
"전라북도 고창군 부안면 중흥리","1**","단독","8m미만","105.73","476","202003","25","5,500","1978","중흥서당촌길",""
"전라북도 고창군 상하면 검산리","4**","단독","8m미만","80.59","800","202009","15","2,200","1967","검산길",""
"전라북도 고창군 상하면 송곡리","1***","단독","8m미만","178.55","633","202009","24","9,000","2007","송림산로",""
"전라북도 고창군 상하면 용정리","1***","단독","8m미만","82","635","202102","16","7,000","2001","명사십리로",""
"전라북도 고창군 상하면 자룡리","2**","단독","8m미만","54.74","502","202102","19","1,000","1926","자룡길",""
"전라북도 고창군 상하면 자룡리","5**","단독","8m미만","86.7","595","202009","14","9,500","2017","고리포길",""
"전라북도 고창군 상하면 장산리","2**","단독","8m미만","68.1","740","202007","9","5,900","1970","기산길",""
"전라북도 고창군 상하면 장산리","2**","단독","8m미만","68.1","740","202101","22","5,900","1970","기산길",""
"전라북도 고창군 상하면 하장리","3**","단독","8m미만","113.74","518","202101","5","1,000","1994","조만정길",""
"전라북도 고창군 상하면 하장리","9**","단독","12m미만","153.89","529","202012","29","9,500","2008","상하로",""
