"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 연립다세대(매매)"
"주소구분 : 지번주소"
"시도 : 전라북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전용면적(㎡)","대지권면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"전라북도 고창군 고창읍 교촌리","294-2","0294","0002","샤인힐","72.46","71.32","202003","25","22,000","4","2019","보릿골로 156",""
"전라북도 고창군 고창읍 교촌리","294-2","0294","0002","샤인힐","75.98","74.78","202010","20","22,000","4","2019","보릿골로 156",""
"전라북도 고창군 고창읍 교촌리","294-2","0294","0002","샤인힐","72.46","71.32","202012","20","24,300","4","2019","보릿골로 156",""
"전라북도 고창군 고창읍 교촌리","89","0089","0000","성산리치빌","84.55","90.3","202006","8","24,000","3","2007","교촌3길 17-3",""
"전라북도 고창군 고창읍 교촌리","229-19","0229","0019","성산에버빌","84.55","133.4","202010","20","24,900","2","2006","소반2길 23",""
"전라북도 고창군 고창읍 교촌리","88-14","0088","0014","태성빌라","83.34","66.6","202003","30","6,800","3","1990","교촌2길 6-5",""
"전라북도 고창군 고창읍 교촌리","88-14","0088","0014","태성빌라","83.34","66.67","202102","27","7,700","1","1990","교촌2길 6-5",""
"전라북도 고창군 고창읍 교촌리","66","0066","0000","태양","84.93","80.43","202004","8","9,700","4","1991","중앙로 288-10",""
"전라북도 고창군 고창읍 교촌리","66","0066","0000","태양","84.93","80.43","202004","9","11,500","2","1991","중앙로 288-10",""
"전라북도 고창군 고창읍 교촌리","66","0066","0000","태양","84.93","80.43","202007","15","9,000","3","1991","중앙로 288-10",""
"전라북도 고창군 고창읍 교촌리","66","0066","0000","태양","84.93","80.43","202008","21","9,500","4","1991","중앙로 288-10",""
"전라북도 고창군 고창읍 교촌리","106","0106","0000","헤라리움","84.7747","82.71","202010","5","21,000","5","2013","교촌2길 21",""
"전라북도 고창군 고창읍 덕산리","3-2","0003","0002","동진굿모닝빌","59.46","59.19","202004","27","12,000","2","2014","중거리당산로 88",""
"전라북도 고창군 고창읍 덕산리","3-5","0003","0005","동진굿모닝빌","59.54","64","202005","20","11,200","4","2015","중거리당산로 90",""
"전라북도 고창군 고창읍 덕산리","3-2","0003","0002","동진굿모닝빌","59.46","59.19","202007","4","12,000","3","2014","중거리당산로 88",""
"전라북도 고창군 고창읍 덕산리","3-5","0003","0005","동진굿모닝빌","59.54","64","202009","24","11,500","2","2015","중거리당산로 90",""
"전라북도 고창군 고창읍 덕산리","3-5","0003","0005","동진굿모닝빌","59.54","64","202010","20","11,500","2","2015","중거리당산로 90",""
"전라북도 고창군 고창읍 덕산리","3-5","0003","0005","동진굿모닝빌","59.46","64","202012","28","13,000","2","2015","중거리당산로 90",""
"전라북도 고창군 고창읍 덕산리","3-2","0003","0002","동진굿모닝빌","59.46","59.19","202102","22","12,000","4","2014","중거리당산로 88",""
"전라북도 고창군 고창읍 덕산리","989","0989","0000","리안채","84.8978","87.43","202003","24","23,900","2","2017","보릿골로 57-15",""
"전라북도 고창군 고창읍 덕산리","989","0989","0000","리안채","84.8978","87.43","202005","4","24,000","2","2017","보릿골로 57-15",""
"전라북도 고창군 고창읍 덕산리","989","0989","0000","리안채","84.8978","87.43","202005","8","24,000","6","2017","보릿골로 57-15",""
"전라북도 고창군 고창읍 덕산리","989","0989","0000","리안채","84.8978","87.43","202007","14","24,500","6","2017","보릿골로 57-15",""
"전라북도 고창군 고창읍 덕산리","989","0989","0000","리안채","84.8978","87.43","202010","5","26,000","3","2017","보릿골로 57-15",""
"전라북도 고창군 고창읍 석교리","350","0350","0000","고창아르테","74.8361","89.61","202006","25","21,500","4","2020","소반7길 22",""
"전라북도 고창군 고창읍 석교리","350","0350","0000","고창아르테","74.8361","89.61","202007","2","24,700","5","2020","소반7길 22",""
"전라북도 고창군 고창읍 석교리","350","0350","0000","고창아르테","84.9816","101.75","202007","10","27,000","4","2020","소반7길 22",""
"전라북도 고창군 고창읍 석교리","350","0350","0000","고창아르테","84.9816","101.75","202010","16","28,000","4","2020","소반7길 22",""
"전라북도 고창군 고창읍 석교리","350","0350","0000","고창아르테","84.9816","101.93","202010","20","28,900","4","2020","소반7길 22",""
"전라북도 고창군 고창읍 석교리","1","0001","0000","두광숲속으로","84.8734","208.23","202003","2","25,500","1","2019","모양성로 130",""
"전라북도 고창군 고창읍 석교리","1","0001","0000","두광숲속으로","84.8734","208.23","202009","7","29,000","4","2019","모양성로 130",""
"전라북도 고창군 고창읍 석정리","712-2","0712","0002","석정파크빌1차","84.7337","141.02","202004","11","26,000","2","2017","석정2로 151-11",""
"전라북도 고창군 고창읍 석정리","712-2","0712","0002","석정파크빌1차","84.9693","141.41","202005","19","27,500","2","2017","석정2로 151-11",""
"전라북도 고창군 고창읍 석정리","712-2","0712","0002","석정파크빌1차","84.7337","141.02","202012","24","29,000","3","2017","석정2로 151-11",""
"전라북도 고창군 고창읍 석정리","712-2","0712","0002","석정파크빌1차","84.7337","141.02","202101","23","29,000","3","2017","석정2로 151-11",""
"전라북도 고창군 고창읍 석정리","712-2","0712","0002","석정파크빌1차","84.7337","141.02","202102","27","29,500","3","2017","석정2로 151-11",""
"전라북도 고창군 고창읍 석정리","712-3","0712","0003","석정파크빌2단지","84.7651","177.73","202004","13","27,000","2","2018","석정2로 127-16",""
"전라북도 고창군 고창읍 석정리","712-3","0712","0003","석정파크빌2단지","84.7651","177.73","202004","23","29,500","2","2018","석정2로 127-16",""
"전라북도 고창군 고창읍 석정리","712-3","0712","0003","석정파크빌2단지","84.7651","177.73","202009","15","29,500","3","2018","석정2로 127-16",""
"전라북도 고창군 고창읍 석정리","712-3","0712","0003","석정파크빌2단지","84.7651","177.73","202011","13","33,000","4","2018","석정2로 127-16",""
"전라북도 고창군 고창읍 월곡리","198","0198","0000","뜰안에101동102동","84.8","164.25","202008","29","21,400","1","2014","동서대로 2443",""
"전라북도 고창군 고창읍 월곡리","198","0198","0000","뜰안에101동102동","84.8","164.25","202010","10","19,000","2","2014","동서대로 2443",""
"전라북도 고창군 고창읍 월곡리","198","0198","0000","뜰안에101동102동","84.8","164.25","202011","7","21,800","1","2014","동서대로 2443",""
"전라북도 고창군 고창읍 월곡리","198-9","0198","0009","뜰안에103동","84.8","164.88","202010","1","18,700","2","2014","동서대로 2443-1",""
"전라북도 고창군 고창읍 월곡리","198-9","0198","0009","뜰안에103동","84.8","164.88","202010","1","23,250","4","2014","동서대로 2443-1",""
"전라북도 고창군 고창읍 월곡리","287-2","0287","0002","펠리체","79.5494","167.21","202005","27","18,200","4","2013","동서대로 2395",""
"전라북도 고창군 고창읍 월곡리","287-2","0287","0002","펠리체","79.5494","167.21","202012","1","19,000","5","2013","동서대로 2395",""
"전라북도 고창군 고창읍 월곡리","324-1","0324","0001","포에버(A,B)","147.79","440.5","202102","20","27,000","2","2005","상월1길 12",""
"전라북도 고창군 고창읍 월곡리","324","0324","0000","포에버빌","78.2","92.27","202003","5","18,000","2","2016","상월1길 14",""
"전라북도 고창군 고창읍 월곡리","324","0324","0000","포에버빌","78.2","92.27","202012","24","19,000","3","2016","상월1길 14",""
"전라북도 고창군 고창읍 월곡리","324","0324","0000","포에버빌","78.2","92.27","202012","24","20,000","5","2016","상월1길 14",""
"전라북도 고창군 고창읍 월곡리","499-1","0499","0001","해담은더테라스","84.9368","157.89","202003","29","45,000","2","2018","월곡뉴타운2길 13",""
"전라북도 고창군 고창읍 월곡리","499-1","0499","0001","해담은더테라스","84.9368","157.89","202008","31","45,000","2","2018","월곡뉴타운2길 13",""
"전라북도 고창군 고창읍 월곡리","499-1","0499","0001","해담은더테라스","84.9368","157.89","202102","26","45,000","2","2018","월곡뉴타운2길 13",""
"전라북도 고창군 고창읍 월곡리","499-1","0499","0001","해담은더테라스","84.9368","157.89","202102","27","46,000","2","2018","월곡뉴타운2길 13",""
"전라북도 고창군 고창읍 읍내리","399-1","0399","0001","국제빌","84.39","117.33","202003","31","14,600","3","2011","남정9길 11-12",""
"전라북도 고창군 고창읍 읍내리","372","0372","0000","뉴캐슬301","76.5274","78.13","202009","9","21,600","3","2014","남정6길 45",""
"전라북도 고창군 고창읍 읍내리","372","0372","0000","뉴캐슬301","76.5274","78.13","202012","16","21,000","2","2014","남정6길 45",""
"전라북도 고창군 고창읍 읍내리","681-16","0681","0016","모양","64.44","82.6","202010","26","7,500","3","1984","성산8길 11",""
"전라북도 고창군 고창읍 읍내리","681-16","0681","0016","모양","64.44","82.6","202102","16","9,000","2","1984","성산8길 11",""
"전라북도 고창군 고창읍 읍내리","368-19","0368","0019","서동그린","84.75","49.87","202012","28","10,000","4","1995","남정6길 30-1",""
"전라북도 고창군 고창읍 읍내리","543-3","0543","0003","서동장미","84.75","68.5","202008","5","10,500","4","1993","남정2길 18",""
"전라북도 고창군 고창읍 읍내리","681-192","0681","0192","신성","64.44","78.67","202011","28","6,500","2","1984","성산1길 21",""
"전라북도 고창군 고창읍 읍내리","649-4","0649","0004","에코그린타운101동102동","70.74","83","202004","8","19,000","3","2013","성산4길 22",""
"전라북도 고창군 고창읍 읍내리","518-4","0518","0004","예다음","69.55","65.81","202009","1","18,800","4","2015","남구4길 5",""
"전라북도 고창군 고창읍 읍내리","518-4","0518","0004","예다음","69.55","65.81","202011","26","18,000","4","2015","남구4길 5",""
"전라북도 고창군 고창읍 읍내리","190-16","0190","0016","청운힐스빌","80.23","63.44","202005","21","19,200","4","2011","성산로 62",""
"전라북도 고창군 고창읍 읍내리","547","0547","0000","홈타운","84.11","124.65","202012","15","17,000","3","2014","보릿골로 62-1",""
"전라북도 고창군 고창읍 읍내리","547","0547","0000","홈타운","84.11","124.65","202101","15","18,000","2","2014","보릿골로 62-1",""
"전라북도 고창군 대산면 매산리","산9-1","0009","0001","대산","58.23","58.38","202011","5","2,800","4","1987","대산길 69-9",""
"전라북도 고창군 대산면 매산리","186-60","0186","0060","대산맨션(B동)","65.3","84.33","202102","21","5,000","1","1992","사거2길 11",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.42","125.95","202005","8","9,820","2","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.42","125.95","202006","8","10,800","4","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.42","125.95","202006","8","10,800","2","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.42","125.95","202006","8","10,800","1","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.42","125.95","202006","10","10,640","1","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.42","125.95","202006","10","13,500","2","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.54","126.18","202006","16","12,000","2","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.54","126.18","202007","6","10,700","1","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","380-1","0380","0001","The싱그런빌리지","65.42","125.95","202007","24","10,400","1","2018","서이길 7-1",""
"전라북도 고창군 흥덕면 흥덕리","279","0279","0000","장미주택(가동)","48.83","46.78","202010","28","4,700","2","1989","선운대로 3758",""
"전라북도 고창군 흥덕면 흥덕리","279-1","0279","0001","장미주택(나동)","48.38","48.13","202010","14","4,000","1","1989","선운대로 3758",""
"전라북도 고창군 흥덕면 흥덕리","279-3","0279","0003","장미주택(라동)","48.83","42.6","202009","1","3,000","2","1989","선운대로 3758",""
"전라북도 고창군 흥덕면 흥덕리","404","0404","0000","흥덕더파크빌","70","104","202102","20","16,300","3","2017","동헌길 11",""
"전라북도 군산시 개정동","129-76","0129","0076","(129-76)","53.91","27.5","202007","10","2,950","2","1983","번영로 447-30",""
"전라북도 군산시 경암동","672-1","0672","0001","경암주택","58.06","84.45","202009","18","2,800","2","1982","경암1길 106",""
"전라북도 군산시 경암동","667-4","0667","0004","금강주택","59.38","73.74","202006","10","3,000","2","1985","경암3길 35-3",""
"전라북도 군산시 경암동","667-4","0667","0004","금강주택","58.62","72.88","202011","25","3,200","1","1985","경암3길 35-3",""
"전라북도 군산시 경암동","667-4","0667","0004","금강주택","59.38","73.71","202012","16","3,800","1","1985","경암3길 35-3","20201221"
"전라북도 군산시 경암동","667-4","0667","0004","금강주택","59.38","73.74","202101","21","3,300","3","1985","경암3길 35-3",""
"전라북도 군산시 경암동","552-3","0552","0003","동원주택","58.71","63.24","202008","5","3,000","3","1985","경촌1길 26",""
"전라북도 군산시 경암동","552-3","0552","0003","동원주택","58.71","63.24","202008","27","3,000","1","1985","경촌1길 26",""
"전라북도 군산시 경암동","552-3","0552","0003","동원주택","58.71","63.24","202009","7","3,000","2","1985","경촌1길 26",""
"전라북도 군산시 경암동","552-3","0552","0003","동원주택","58.71","63.24","202009","16","2,850","1","1985","경촌1길 26",""
"전라북도 군산시 경암동","666-6","0666","0006","서해주택","55.23","72","202005","12","2,700","2","1983","경암4길 33-1","20201210"
"전라북도 군산시 경암동","666-6","0666","0006","서해주택","68.64","72","202012","14","2,950","1","1983","경암4길 33-1",""
"전라북도 군산시 경암동","664-3","0664","0003","신라주택","51.58","74.8","202007","16","3,000","2","1981","경암3길 18-17",""
"전라북도 군산시 경암동","544-9","0544","0009","신화주택","58.23","67.44","202006","15","2,500","3","1985","경촌안1길 32",""
"전라북도 군산시 경암동","544-9","0544","0009","신화주택","49.14","57.02","202101","25","2,600","3","1985","경촌안1길 32",""
"전라북도 군산시 경장동","492-1","0492","0001","금성주택","63.63","69.79","202005","28","4,300","1","1985","백릉안1길 56-4",""
"전라북도 군산시 경장동","492-1","0492","0001","금성주택","63.63","69.79","202101","11","4,400","3","1985","백릉안1길 56-4",""
"전라북도 군산시 경장동","505-7","0505","0007","무릉주택","58.86","67.7","202004","22","2,200","1","1985","백릉2길 14",""
"전라북도 군산시 경장동","505-7","0505","0007","무릉주택","59.22","68.54","202009","23","2,000","3","1985","백릉2길 14",""
"전라북도 군산시 경장동","505-7","0505","0007","무릉주택","59.22","68.54","202012","24","1,500","3","1985","백릉2길 14",""
"전라북도 군산시 경장동","505-7","0505","0007","무릉주택","59.22","68.54","202101","31","1,680","3","1985","백릉2길 14",""
"전라북도 군산시 경장동","521-8","0521","0008","번영주택","66.06","79.09","202008","26","7,500","1","1983","수송로 360-11",""
"전라북도 군산시 경장동","515-14","0515","0014","한아름주택","58.77","81.07","202010","12","2,000","2","1985","조촌1길 19",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","83.2875","100.26","202003","5","22,300","1","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","164.112","199.07","202003","5","43,650","5","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","83.2875","100.26","202003","5","22,300","1","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","120.6724","146.37","202003","5","28,450","4","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","120.6724","146.37","202003","5","29,450","3","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","120.6724","146.37","202003","5","28,450","2","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","56.9685","69.1","202005","19","14,000","2","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","106.1113","127.73","202005","19","28,000","2","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","106.1113","127.73","202005","20","25,000","2","2019","외산3길 11-1","20200612"
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","83.4375","100.44","202011","2","21,000","3","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","55.8435","67.74","202011","6","14,000","2","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","106.1113","127.73","202011","13","28,000","2","2019","외산3길 11-1",""
"전라북도 군산시 구암동","358-9","0358","0009","(358-9)","56.9685","69.1","202102","15","14,000","2","2019","외산3길 11-1",""
"전라북도 군산시 나운동","103-8","0103","0008","(103-8)","32.7","17.64","202101","4","1,650","3","2000","나운안1길 17",""
"전라북도 군산시 나운동","819-4","0819","0004","금정주택(가동)","51.84","52.41","202010","15","1,800","3","1990","하신2길 30-4",""
"전라북도 군산시 나운동","818-1","0818","0001","금정주택(나동)","50.31","56.51","202102","23","2,500","2","1990","하신2길 30-3",""
"전라북도 군산시 나운동","810-2","0810","0002","나운주택","58.74","89.7","202005","7","3,200","1","1983","하신3길 8",""
"전라북도 군산시 나운동","810-2","0810","0002","나운주택","58.5","89.6","202010","12","3,000","1","1983","하신3길 8",""
"전라북도 군산시 나운동","754-8","0754","0008","대우하늘채2차","46.55","21.88","202012","1","7,800","8","2013","나운우회로 75",""
"전라북도 군산시 나운동","813","0813","0000","동산주택","55.01","53.63","202007","15","4,000","1","1984","하신3길 24",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","44.73","39.9","202007","29","2,500","1","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","44.73","39.9","202008","14","1,450","1","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","44.73","39.9","202011","16","1,500","2","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","39.33","35.53","202101","1","1,000","1","1987","상나운로 9",""
"전라북도 군산시 나운동","803-2","0803","0002","동원주택","39.33","35.53","202102","4","1,700","2","1987","상나운로 9","20210209"
"전라북도 군산시 나운동","770-18","0770","0018","로얄맨션3차","76.62","55.48","202012","21","5,000","3","1991","상신2길 15-5",""
"전라북도 군산시 나운동","759-8","0759","0008","로얄맨션4차(가동)","57.96","37.8","202007","3","2,700","1","1991","상신2길 10-6",""
"전라북도 군산시 나운동","777-1","0777","0001","로얄맨션6차(가동)","58.105","38.59","202012","4","3,000","4","1992","신설로 41-1",""
"전라북도 군산시 나운동","777-1","0777","0001","로얄맨션6차(가동)","62.55","41.54","202012","29","3,500","3","1992","신설로 41-1",""
"전라북도 군산시 나운동","761-4","0761","0004","명성하이츠빌라","142.14","104.94","202005","19","8,000","3","1990","상신3길 25-12",""
"전라북도 군산시 나운동","774-3","0774","0003","삼성타운","47.13","37.95","202006","21","7,500","5","2015","나운우회로 121",""
"전라북도 군산시 나운동","817-2","0817","0002","서나운주택","48.69","61.32","202004","28","3,600","3","1986","나운로 50",""
"전라북도 군산시 나운동","817-2","0817","0002","서나운주택","48.69","61.32","202012","28","2,500","1","1986","나운로 50",""
"전라북도 군산시 나운동","821-3","0821","0003","서문주택","45","53.11","202010","15","2,300","2","1986","하신2길 20-2",""
"전라북도 군산시 나운동","732-5","0732","0005","숲이든빌리지","124.245","190.29","202004","25","15,000","3","2005","나운우회로 36","20200604"
"전라북도 군산시 나운동","732-5","0732","0005","숲이든빌리지","124.245","190.29","202004","25","15,000","3","2005","나운우회로 36",""
"전라북도 군산시 나운동","732-5","0732","0005","숲이든빌리지","105.8106","162.37","202005","1","13,000","2","2005","나운우회로 36",""
"전라북도 군산시 나운동","732-5","0732","0005","숲이든빌리지","105.8106","162.37","202008","5","13,500","3","2005","나운우회로 36",""
"전라북도 군산시 나운동","732-5","0732","0005","숲이든빌리지","124.245","190.29","202010","18","15,000","1","2005","나운우회로 36",""
"전라북도 군산시 나운동","732-5","0732","0005","숲이든빌리지","124.245","190.29","202012","12","16,000","4","2005","나운우회로 36",""
"전라북도 군산시 나운동","732-5","0732","0005","숲이든빌리지","124.245","190.29","202102","5","15,300","4","2005","나운우회로 36",""
"전라북도 군산시 나운동","551-5","0551","0005","신남전주택","64.8","92.05","202008","5","6,500","2","1984","하신재길 10",""
"전라북도 군산시 나운동","551-5","0551","0005","신남전주택","64.8","92.05","202008","13","6,250","2","1984","하신재길 10",""
"전라북도 군산시 나운동","551-5","0551","0005","신남전주택","64.8","92.05","202012","29","6,000","1","1984","하신재길 10",""
"전라북도 군산시 나운동","748-15","0748","0015","안성주택(가동)","43.68","27.8","202006","29","3,200","3","1991","상신3길 24-6",""
"전라북도 군산시 나운동","741-1","0741","0001","에코하우스","59.25","51.07","202003","4","10,400","5","2013","나운우회로 13",""
"전라북도 군산시 나운동","868-15","0868","0015","예선우빌라","59.94","49.52","202010","19","8,000","3","2012","부곡1길 25-3",""
"전라북도 군산시 나운동","868-15","0868","0015","예선우빌라","59.94","49.52","202010","19","9,000","3","2012","부곡1길 25-3","20201106"
"전라북도 군산시 나운동","1188-10","1188","0010","은파남전","70.47","73.12","202005","20","2,500","2","1985","한밭3길 10",""
"전라북도 군산시 나운동","1188-10","1188","0010","은파남전","70.47","73.12","202007","31","3,000","3","1985","한밭3길 10",""
"전라북도 군산시 나운동","1188-10","1188","0010","은파남전","70.47","73.12","202009","3","3,950","1","1985","한밭3길 10",""
"전라북도 군산시 나운동","1188-10","1188","0010","은파남전","70.47","73.12","202011","6","2,900","3","1985","한밭3길 10",""
"전라북도 군산시 나운동","799-3","0799","0003","제3한신맨션","65.79","64.28","202010","14","4,400","3","1986","상나운로 19",""
"전라북도 군산시 나운동","624-1","0624","0001","초원빌라(B동)","21.6","10.3","202006","29","1,000","-1","1989","하신안길 53-6",""
"전라북도 군산시 나운동","773-8","0773","0008","평산빌라","100.895","76.42","202006","18","7,200","2","2002","신설1길 46",""
"전라북도 군산시 나운동","763-1","0763","0001","하이스타운3차","50.2144","30.71","202004","22","5,950","3","2012","상신3길 19-3",""
"전라북도 군산시 나운동","763-1","0763","0001","하이스타운3차","50.2144","30.71","202009","8","5,800","5","2012","상신3길 19-3",""
"전라북도 군산시 나운동","799-1","0799","0001","한신맨션(101,102동)","124.95","105.72","202007","23","11,800","2","1986","상나운로 19",""
"전라북도 군산시 나운동","799-1","0799","0001","한신맨션(101,102동)","124.95","105.72","202007","23","11,800","2","1986","상나운로 19","20200812"
"전라북도 군산시 나운동","784-1","0784","0001","항운직장주택","49.5","60.4","202005","6","1,500","1","1986","신설1길 23",""
"전라북도 군산시 대명동","384-27","0384","0027","삼보주택","65.34","82.39","202008","31","2,000","2","1983","중앙로 21",""
"전라북도 군산시 대야면 지경리","701","0701","0000","금강빌리지","84.72","79.96","202004","28","15,700","5","2017","만자2길 4-12",""
"전라북도 군산시 대야면 지경리","701","0701","0000","금강빌리지","83.88","79.17","202004","28","15,700","5","2017","만자2길 4-12",""
"전라북도 군산시 대야면 지경리","701","0701","0000","금강빌리지","83.88","79.17","202004","28","15,700","2","2017","만자2길 4-12",""
"전라북도 군산시 대야면 지경리","701","0701","0000","금강빌리지","84.72","79.96","202004","28","15,700","4","2017","만자2길 4-12",""
"전라북도 군산시 대야면 지경리","701","0701","0000","금강빌리지","84.72","79.96","202004","28","15,700","2","2017","만자2길 4-12",""
"전라북도 군산시 대야면 지경리","701","0701","0000","금강빌리지","83.88","79.17","202004","28","15,700","4","2017","만자2길 4-12",""
"전라북도 군산시 대야면 지경리","701","0701","0000","금강빌리지","83.88","79.17","202004","28","15,700","5","2017","만자2길 4-12",""
