"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 대구광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적(㎡)","거래금액(만원)","지분구분","해제사유발생일"
"대구광역시 북구 침산동","1***","전","자연녹지지역","-","202005","2","5.97","155","지분",""
"대구광역시 북구 침산동","1***","전","자연녹지지역","-","202005","2","78.67","2,037","지분",""
"대구광역시 북구 침산동","1***","전","자연녹지지역","-","202005","2","114.51","2,966","지분",""
"대구광역시 북구 침산동","1***","전","자연녹지지역","-","202005","2","9.25","240","지분",""
"대구광역시 북구 침산동","1***","전","자연녹지지역","-","202005","2","13.93","361","지분",""
"대구광역시 북구 침산동","1***","전","자연녹지지역","-","202005","2","161.92","4,194","지분",""
"대구광역시 북구 침산동","1***","전","자연녹지지역","-","202005","2","22.48","582","지분",""
"대구광역시 북구 침산동","1***","전","자연녹지지역","-","202005","2","242.88","6,291","지분",""
"대구광역시 북구 침산동","1***","전","자연녹지지역","-","202005","2","267.2","6,920","지분",""
"대구광역시 북구 침산동","1***","전","자연녹지지역","-","202005","2","2.64","68","지분",""
"대구광역시 북구 침산동","1***","전","자연녹지지역","-","202005","2","33.71","873","지분",""
"대구광역시 달서구 송현동","5**","도로","제2종일반주거지역","-","202005","3","20.6","360","지분",""
"대구광역시 달성군 가창면 행정리","6**","답","개발제한구역","8m미만","202005","3","2054","55,890"," ",""
"대구광역시 서구 원대동1가","7**","대","제2종일반주거지역","8m미만","202005","4","10","1,590"," ",""
"대구광역시 수성구 범물동","산6*","임야","개발제한구역","8m미만","202005","4","331.31","1,800","지분",""
"대구광역시 남구 대명동","4**","도로","제2종일반주거지역","-","202005","4","5.88","150","지분",""
"대구광역시 서구 원대동1가","7**","대","근린상업지역","12m미만","202005","4","13","2,066"," ",""
"대구광역시 동구 평광동","4**","과수원","개발제한구역","-","202005","4","1696","20,520"," ",""
"대구광역시 서구 원대동1가","7**","대","근린상업지역","8m미만","202005","4","152.1","25,536"," ",""
"대구광역시 동구 신암동","6**","대","제2종일반주거지역","8m미만","202005","4","118.7","25,600"," ","20200527"
"대구광역시 중구 남산동","6**","대","중심상업지역","8m미만","202005","4","13","3,000"," ",""
"대구광역시 달성군 유가읍 음리","5*","답","자연녹지지역","-","202005","4","915.2","36,000","지분",""
"대구광역시 동구 신암동","2**","대","일반상업지역","12m미만","202005","4","35.14","36,625","지분",""
"대구광역시 동구 봉무동","산1*","임야","개발제한구역","8m미만","202005","4","49","445","지분",""
"대구광역시 달성군 현풍읍 자모리","2**","대","제1종일반주거지역","8m미만","202005","4","179","5,700"," ",""
"대구광역시 동구 평광동","4**","과수원","개발제한구역","8m미만","202005","4","618","7,480"," ",""
"대구광역시 수성구 수성동3가","2**","도로","제2종일반주거지역","8m미만","202005","4","17.85","800","지분","20200630"
"대구광역시 중구 남산동","2***","대","제3종일반주거지역","25m이상","202005","5","93","52,139"," ",""
"대구광역시 동구 신암동","2*","대","제2종일반주거지역","25m이상","202005","5","38","6,852"," ",""
"대구광역시 수성구 범어동","8**","도로","제2종일반주거지역","12m미만","202005","5","15.48","700","지분",""
"대구광역시 달성군 가창면 주리","5**","전","개발제한구역","-","202005","6","185","1,000"," ",""
"대구광역시 동구 신암동","7**","도로","제2종일반주거지역","-","202005","6","9","1,050"," ",""
"대구광역시 달성군 구지면 창리","1***","임야","자연녹지지역","25m이상","202005","6","567.85","1,320","지분",""
"대구광역시 중구 동산동","2*","대","중심상업지역","12m미만","202005","6","3.53","1,900","지분",""
"대구광역시 달성군 가창면 오리","5**","전","개발제한구역","-","202005","6","63","151"," ",""
"대구광역시 수성구 수성동4가","1***","대","제3종일반주거지역","8m미만","202005","6","109","20,000"," ",""
"대구광역시 북구 침산동","1***","도로","자연녹지지역","-","202005","6","6","217","지분",""
"대구광역시 남구 대명동","6**","대","제1종일반주거지역","12m미만","202005","6","12.38","250","지분",""
"대구광역시 달성군 하빈면 무등리","1***","전","개발제한구역","8m미만","202005","6","549","3,000"," ",""
"대구광역시 동구 검사동","7**","도로","준주거지역","-","202005","6","13","300"," ",""
"대구광역시 남구 대명동","2**","대","일반상업지역","8m미만","202005","6","1","300"," ",""
"대구광역시 동구 방촌동","7**","도로","용도미지정","-","202005","6","13","300"," ","20200604"
"대구광역시 달성군 가창면 오리","산3**","임야","개발제한구역","-","202005","6","1919","4,609"," ",""
"대구광역시 달성군 가창면 오리","5**","답","개발제한구역","-","202005","6","182","437"," ",""
"대구광역시 달성군 현풍읍 자모리","2**","대","제1종일반주거지역","8m미만","202005","6","165","5,000"," ",""
"대구광역시 달성군 하빈면 무등리","1***","전","개발제한구역","8m미만","202005","6","1101","6,000"," ",""
"대구광역시 달성군 가창면 주리","5**","답","개발제한구역","-","202005","6","1025","6,000"," ",""
"대구광역시 달성군 가창면 오리","5**","전","개발제한구역","-","202005","6","334","802"," ",""
"대구광역시 달성군 하빈면 무등리","8**","답","개발제한구역","8m미만","202005","6","134.4","900","지분",""
"대구광역시 수성구 삼덕동","2**","답","개발제한구역","8m미만","202005","6","1147","94,000"," ",""
"대구광역시 달성군 가창면 정대리","3*","답","개발제한구역","-","202005","7","337","1,580"," ",""
"대구광역시 동구 용계동","1**","대","준주거지역","8m미만","202005","7","143","16,000"," ",""
"대구광역시 달성군 하빈면 봉촌리","2**","답","개발제한구역","8m미만","202005","7","1316","16,060"," ",""
"대구광역시 동구 신서동","8**","답","준주거지역","-","202005","7","90","18,000"," ",""
"대구광역시 수성구 대흥동","8**","대","준주거지역","25m미만","202005","7","2112.7","228,594"," ",""
"대구광역시 달성군 하빈면 봉촌리","2**","답","개발제한구역","8m미만","202005","7","2037","24,860"," ",""
"대구광역시 동구 둔산동","산1**","임야","개발제한구역","-","202005","7","254.33","295","지분",""
"대구광역시 남구 대명동","1*","대","제2종일반주거지역","8m미만","202005","7","106","4,100"," ",""
"대구광역시 달성군 하빈면 봉촌리","2**","답","개발제한구역","8m미만","202005","7","408","4,980"," ",""
"대구광역시 동구 신서동","8**","답","준주거지역","-","202005","7","235","42,000"," ",""
"대구광역시 달성군 논공읍 남리","4**","답","생산녹지지역","-","202005","7","198","5,410","지분",""
"대구광역시 달성군 논공읍 남리","4**","답","생산녹지지역","-","202005","7","265","6,664","지분",""
"대구광역시 달성군 가창면 정대리","3*","전","개발제한구역","-","202005","7","1537","7,220"," ",""
"대구광역시 동구 신서동","8**","답","준주거지역","25m미만","202005","7","41","8,913"," ",""
"대구광역시 달성군 가창면 주리","산7*","임야","개발제한구역","-","202005","7","604","80"," ",""
"대구광역시 동구 둔산동","산1**","임야","개발제한구역","-","202005","7","743","861","지분",""
"대구광역시 달성군 옥포읍 신당리","9**","대","준주거지역","8m미만","202005","7","104","9,000"," ",""
"대구광역시 달성군 옥포읍 신당리","9**","대","준주거지역","8m미만","202005","7","122","9,100"," ",""
"대구광역시 달성군 유가읍 금리","6**","임야","자연녹지지역","-","202005","8","73","1,285"," ",""
"대구광역시 북구 읍내동","6*","전","개발제한구역","8m미만","202005","8","693","10,000"," ",""
"대구광역시 중구 대봉동","5**","대","제3종일반주거지역","8m미만","202005","8","33","10,000"," ",""
"대구광역시 달성군 가창면 행정리","3**","대","제1종일반주거지역","12m미만","202005","8","274.5","10,500","지분",""
"대구광역시 달성군 다사읍 세천리","1***","대","제2종일반주거지역","12m미만","202005","8","691.5","107,880"," ",""
"대구광역시 달성군 유가읍 금리","6**","전","자연녹지지역","-","202005","8","466","11,000"," ","20200707"
"대구광역시 남구 대명동","2***","대","제2종일반주거지역","25m미만","202005","8","74","11,285"," ",""
"대구광역시 달성군 유가읍 용리","산1**","임야","자연녹지지역","-","202005","8","48.62","13","지분",""
"대구광역시 동구 미곡동","4**","답","개발제한구역","8m미만","202005","8","926","17,500"," ",""
"대구광역시 동구 불로동","1**","대","제2종일반주거지역","12m미만","202005","8","99","19,300"," ",""
"대구광역시 달성군 유가읍 금리","6**","전","자연녹지지역","-","202005","8","106","2,038"," ",""
"대구광역시 남구 대명동","2***","도로","제2종일반주거지역","25m미만","202005","8","22","2,508"," ",""
"대구광역시 북구 침산동","산1*","임야","자연녹지지역","8m미만","202005","8","327.41","2,785","지분",""
"대구광역시 남구 대명동","2***","도로","제2종일반주거지역","25m미만","202005","8","25","2,850"," ",""
"대구광역시 북구 침산동","산1*","임야","자연녹지지역","8m미만","202005","8","2.5","21","지분",""
"대구광역시 중구 대신동","3*","주차장","제1종일반주거지역","8m미만","202005","8","1.92","226","지분",""
"대구광역시 달성군 현풍읍 원교리","1***","답","생산녹지지역","8m미만","202005","8","2734","23,156"," ",""
"대구광역시 남구 대명동","2***","대","제2종일반주거지역","25m미만","202005","8","202","23,634"," ",""
"대구광역시 남구 대명동","2***","대","제2종일반주거지역","25m미만","202005","8","172","24,682"," ",""
"대구광역시 남구 대명동","2***","대","제2종일반주거지역","25m미만","202005","8","2","246"," ",""
"대구광역시 동구 불로동","1**","대","제2종일반주거지역","8m미만","202005","8","133","25,700"," ",""
"대구광역시 달성군 논공읍 금포리","2***","도로","제2종일반주거지역","-","202005","8","13","260"," ",""
"대구광역시 남구 대명동","2***","대","제2종일반주거지역","25m미만","202005","8","134","29,212"," ",""
"대구광역시 북구 침산동","1***","잡종지","자연녹지지역","12m미만","202005","8","46.83","3,189","지분",""
"대구광역시 중구 대신동","3*","주차장","제1종일반주거지역","8m미만","202005","8","2.88","339","지분",""
"대구광역시 남구 대명동","2***","대","제2종일반주거지역","25m미만","202005","8","3","342"," ",""
"대구광역시 남구 대명동","2***","대","제2종일반주거지역","25m미만","202005","8","357","39,984"," ",""
"대구광역시 달성군 유가읍 용리","산1**","임야","자연녹지지역","-","202005","8","12.29","4","지분",""
"대구광역시 달성군 유가읍 금리","6**","임야","자연녹지지역","-","202005","8","228","4,015"," ",""
"대구광역시 남구 대명동","2***","대","제2종일반주거지역","25m미만","202005","8","40","4,840"," ",""
"대구광역시 중구 대봉동","5**","대","제3종일반주거지역","8m미만","202005","8","2.86","400","지분",""
"대구광역시 달성군 가창면 행정리","3**","전","제1종일반주거지역","12m미만","202005","8","190.5","5,000","지분",""
"대구광역시 달성군 유가읍 금리","6**","임야","자연녹지지역","-","202005","8","228","5,300"," ","20200707"
"대구광역시 동구 진인동","7**","전","보전녹지지역","8m미만","202005","8","181.67","6,050","지분",""
"대구광역시 달성군 가창면 행정리","3**","전","제1종일반주거지역","12m미만","202005","8","2.5","70","지분",""
"대구광역시 남구 대명동","2***","대","제2종일반주거지역","25m미만","202005","8","82","8,733"," ",""
"대구광역시 달성군 유가읍 금리","6**","전","자연녹지지역","-","202005","8","466","8,962"," ",""
"대구광역시 동구 사복동","6**","답","개발제한구역","8m미만","202005","9","1997","13,200"," ","20200513"
"대구광역시 동구 사복동","6**","답","개발제한구역","8m미만","202005","9","1997","13,200"," ",""
"대구광역시 동구 상매동","3*","답","개발제한구역","8m미만","202005","9","1385","14,000"," ",""
"대구광역시 달성군 다사읍 서재리","3*","임야","준주거지역","-","202005","9","49.88","2,700","지분",""
"대구광역시 동구 용수동","2**","답","보전녹지지역","-","202005","9","1517","3,800"," ",""
"대구광역시 달성군 하빈면 감문리","7*","전","제1종일반주거지역","12m미만","202005","9","102","4,500"," ",""
"대구광역시 동구 사복동","5**","답","개발제한구역","-","202005","10","1038","12,000","지분",""
"대구광역시 동구 중대동","4**","과수원","자연녹지지역","-","202005","10","6","120"," ",""
"대구광역시 동구 중대동","4**","과수원","자연녹지지역","-","202005","10","7","160"," ",""
"대구광역시 달성군 다사읍 문양리","9**","답","개발제한구역","8m미만","202005","10","160","2,000"," ",""
"대구광역시 수성구 황금동","8**","도로","제1종일반주거지역","8m미만","202005","10","16.52","3,000","지분",""
"대구광역시 동구 괴전동","*","답","개발제한구역","8m미만","202005","10","2744","34,800"," ",""
"대구광역시 동구 괴전동","*","답","개발제한구역","8m미만","202005","10","631","8,000"," ",""
"대구광역시 달성군 가창면 주리","산1**","임야","개발제한구역","-","202005","11","793.33","1,060","지분",""
"대구광역시 동구 금강동","1**","전","개발제한구역","8m미만","202005","11","66","1,200"," ",""
"대구광역시 수성구 범어동","산1**","임야","자연녹지지역","-","202005","11","381.43","11,214","지분",""
"대구광역시 달서구 두류동","산3**","임야","자연녹지지역","25m미만","202005","11","6784.98","18,200","지분",""
"대구광역시 달성군 논공읍 금포리","6**","답","생산녹지지역","8m미만","202005","11","836","18,700"," ",""
"대구광역시 수성구 범어동","산1**","임야","자연녹지지역","8m미만","202005","11","541.93","19,699","지분",""
"대구광역시 달성군 가창면 주리","5**","답","개발제한구역","-","202005","11","319.66","2,150","지분",""
"대구광역시 수성구 범어동","산1**","임야","자연녹지지역","-","202005","11","76.29","2,243","지분",""
"대구광역시 달성군 가창면 주리","5**","답","개발제한구역","-","202005","11","341.66","2,290","지분",""
"대구광역시 수성구 범어동","산1**","임야","자연녹지지역","8m미만","202005","11","63.76","2,318","지분",""
"대구광역시 남구 대명동","3**","도로","제2종일반주거지역","-","202005","11","9.91","200","지분",""
"대구광역시 수성구 범어동","산1**","임야","자연녹지지역","-","202005","11","8.97","264","지분",""
"대구광역시 수성구 범어동","산1**","임야","자연녹지지역","8m미만","202005","11","95.63","3,476","지분",""
"대구광역시 달성군 논공읍 금포리","1***","답","일반상업지역","-","202005","11","451","30,600"," ",""
"대구광역시 수성구 황금동","산1*","임야","자연녹지지역","-","202005","11","1077.85","33,198","지분",""
"대구광역시 달성군 유가읍 상리","9**","대","제1종일반주거지역","12m미만","202005","11","411.9","38,000"," ",""
"대구광역시 수성구 범어동","산1**","임야","자연녹지지역","-","202005","11","13.46","396","지분",""
"대구광역시 동구 지묘동","산1**","임야","개발제한구역","25m이상","202005","11","330.58","490","지분",""
"대구광역시 달성군 화원읍 본리리","6**","전","개발제한구역","8m미만","202005","11","188","5,000"," ",""
"대구광역시 수성구 지산동","9**","대","제1종일반주거지역","12m미만","202005","11","327.1","77,000"," ","20200601"
"대구광역시 수성구 지산동","9**","대","제1종일반주거지역","12m미만","202005","11","327.1","77,000"," ",""
"대구광역시 달성군 가창면 옥분리","5**","과수원","개발제한구역","8m미만","202005","11","493","8,600"," ",""
"대구광역시 수성구 황금동","산1*","임야","자연녹지지역","-","202005","11","2694.64","82,995","지분",""
"대구광역시 동구 신평동","5*","임야","제1종일반주거지역","8m미만","202005","11","201","9,800"," ",""
"대구광역시 수성구 범어동","산1**","임야","자연녹지지역","8m미만","202005","11","2709.64","98,496","지분",""
"대구광역시 달성군 가창면 상원리","1**","대","제1종일반주거지역","12m미만","202005","12","19","1,951"," ",""
"대구광역시 수성구 황금동","산1**","임야","자연녹지지역","-","202005","12","416.5","10,121","지분",""
"대구광역시 달성군 현풍읍 중리","9*","도로","제2종일반주거지역","-","202005","12","4.24","100","지분",""
"대구광역시 중구 남산동","2***","대","제3종일반주거지역","8m미만","202005","12","10","100"," ",""
"대구광역시 북구 침산동","산1*","임야","자연녹지지역","-","202005","12","1","13","지분",""
"대구광역시 달성군 화원읍 구라리","1***","답","생산녹지지역","25m미만","202005","12","288.2","16,300","지분",""
"대구광역시 동구 신무동","3**","답","자연환경보전","8m미만","202005","12","1565","16,400"," ",""
"대구광역시 수성구 고모동","6**","전","개발제한구역","-","202005","12","1132.67","20,500","지분",""
"대구광역시 달성군 논공읍 위천리","2**","답","농림지역","8m미만","202005","12","3002","24,000"," ",""
"대구광역시 수성구 범물동","4**","답","제2종일반주거지역","8m미만","202005","12","1","271"," ",""
"대구광역시 북구 연경동","1***","대","제1종전용주거지역","12m미만","202005","12","264","29,600"," ",""
"대구광역시 수성구 파동","1**","도로","제2종일반주거지역","8m미만","202005","12","21","3,050"," ",""
"대구광역시 수성구 황금동","산1*","임야","자연녹지지역","-","202005","12","1077.85","33,198","지분",""
"대구광역시 달성군 화원읍 본리리","산1**","임야","개발제한구역","8m미만","202005","12","3225","4,350"," ",""
"대구광역시 달성군 화원읍 본리리","산1**","임야","개발제한구역","8m미만","202005","12","3225","4,850"," ","20200604"
"대구광역시 수성구 범물동","4**","대","제2종일반주거지역","8m미만","202005","12","2","527"," ",""
"대구광역시 달성군 가창면 삼산리","9**","대","자연녹지지역","-","202005","12","7","540"," ",""
"대구광역시 달성군 가창면 삼산리","9**","답","자연녹지지역","25m미만","202005","12","30","868"," ",""
"대구광역시 수성구 범물동","4**","답","제2종일반주거지역","12m미만","202005","12","486","88,101"," ",""
"대구광역시 달성군 가창면 상원리","1**","대","제1종일반주거지역","12m미만","202005","12","9","924"," ",""
"대구광역시 북구 조야동","산3*","임야","자연녹지지역","-","202005","13","330","1,500","지분",""
"대구광역시 달성군 다사읍 매곡리","1***","대","준주거지역","-","202005","13","7","1,852"," ",""
"대구광역시 수성구 파동","8*","도로","제2종일반주거지역","8m미만","202005","13","14","10,000"," ",""
"대구광역시 달성군 하빈면 묘리","5**","전","자연녹지지역","-","202005","13","694","12,000"," ",""
"대구광역시 달성군 가창면 냉천리","7**","대","개발제한구역","8m미만","202005","13","248","12,000"," ",""
"대구광역시 달성군 다사읍 문양리","8**","유지","자연녹지지역","8m미만","202005","13","831","13,000"," ",""
"대구광역시 달성군 옥포읍 반송리","3**","전","개발제한구역","8m미만","202005","13","943","13,680"," ",""
"대구광역시 북구 팔달동","2**","답","자연녹지지역","8m미만","202005","13","2815","138,500"," ","20200626"
"대구광역시 서구 평리동","1***","대","제2종일반주거지역","12m미만","202005","13","97.8","14,162"," ",""
"대구광역시 동구 평광동","1***","답","개발제한구역","8m미만","202005","13","1321","14,500"," ",""
"대구광역시 수성구 중동","4**","도로","제2종일반주거지역","8m미만","202005","13","23","15,000"," ",""
"대구광역시 서구 평리동","1***","대","제2종일반주거지역","12m미만","202005","13","94.2","16,048"," ",""
"대구광역시 서구 평리동","1***","대","제2종일반주거지역","8m미만","202005","13","108.8","16,682"," ",""
"대구광역시 달성군 구지면 도동리","2**","전","자연녹지지역","8m미만","202005","13","1435.4","18,400","지분",""
"대구광역시 달성군 옥포읍 강림리","1**","임야","제2종일반주거지역","8m미만","202005","13","49","2,300"," ","20200616"
"대구광역시 달성군 옥포읍 강림리","1**","임야","제2종일반주거지역","8m미만","202005","13","49","2,300"," ",""
"대구광역시 달성군 구지면 도동리","2**","전","자연녹지지역","-","202005","13","227.8","2,940","지분",""
"대구광역시 서구 평리동","8**","대","제2종일반주거지역","8m미만","202005","13","139","21,000"," ",""
"대구광역시 중구 동인동1가","*","대","중심상업지역","8m미만","202005","13","56.2","21,200"," ",""
"대구광역시 수성구 황금동","산1**","임야","자연녹지지역","-","202005","13","672.22","21,746","지분",""
"대구광역시 수성구 지산동","산9*","임야","자연녹지지역","25m이상","202005","13","1054","230,000"," ",""
"대구광역시 북구 침산동","산1*","임야","자연녹지지역","8m미만","202005","13","2.92","25","지분",""
"대구광역시 서구 평리동","1***","대","제2종일반주거지역","12m미만","202005","13","149.7","25,503"," ",""
"대구광역시 달성군 논공읍 금포리","2***","답","생산관리지역","8m미만","202005","13","1385","27,200"," ",""
"대구광역시 달성군 다사읍 매곡리","4**","대","준주거지역","-","202005","13","2","276"," ",""
"대구광역시 수성구 범어동","산1**","임야","자연녹지지역","-","202005","13","110.43","3,247","지분",""
"대구광역시 달성군 다사읍 매곡리","1***","대","준주거지역","-","202005","13","3","414"," ",""
"대구광역시 달성군 옥포읍 강림리","1**","임야","제2종일반주거지역","-","202005","13","122","5,700"," ","20200616"
"대구광역시 달성군 옥포읍 강림리","1**","임야","제2종일반주거지역","-","202005","13","122","5,700"," ",""
"대구광역시 중구 동인동1가","*","대","중심상업지역","8m미만","202005","13","138.8","52,800"," ",""
"대구광역시 수성구 황금동","산1*","임야","자연녹지지역","-","202005","13","1737.2","53,506","지분",""
"대구광역시 달성군 구지면 오설리","4**","답","제1종일반주거지역","8m미만","202005","13","31.32","550","지분",""
"대구광역시 달성군 다사읍 매곡리","1***","대","준주거지역","-","202005","13","4","552"," ",""
"대구광역시 수성구 범어동","산1**","임야","자연녹지지역","-","202005","13","227.53","6,689","지분",""
"대구광역시 북구 침산동","산1*","임야","자연녹지지역","8m미만","202005","13","7.31","62","지분",""
"대구광역시 수성구 범어동","산1**","임야","자연녹지지역","-","202005","13","257.04","7,557","지분",""
"대구광역시 달성군 다사읍 매곡리","4**","답","준주거지역","-","202005","13","56","7,728"," ",""
"대구광역시 서구 평리동","1***","대","제2종일반주거지역","8m미만","202005","13","64","8,177"," ",""
"대구광역시 북구 고성동1가","5*","대","중심상업지역","8m미만","202005","14","4.3","1,160"," ",""
"대구광역시 북구 고성동1가","8*","대","중심상업지역","12m미만","202005","14","7","1,908"," ",""
"대구광역시 달성군 옥포읍 본리리","1**","임야","개발제한구역","8m미만","202005","14","2541.25","13,068","지분",""
"대구광역시 달성군 현풍읍 원교리","1***","답","생산녹지지역","-","202005","14","1445","14,700"," ",""
"대구광역시 북구 고성동1가","9*","도로","중심상업지역","8m미만","202005","14","56.9","15,000"," ",""
"대구광역시 달성군 화원읍 본리리","5**","답","개발제한구역","12m미만","202005","14","532","15,000"," ",""
"대구광역시 북구 고성동1가","5*","대","중심상업지역","8m미만","202005","14","63.2","19,200","지분",""
"대구광역시 북구 고성동1가","8*","대","중심상업지역","8m미만","202005","14","9.9","2,650"," ",""
"대구광역시 동구 신천동","5*","도로","중심상업지역","-","202005","14","58.28","20,979","지분",""
"대구광역시 북구 고성동1가","6*","대","중심상업지역","8m미만","202005","14","79.3","22,800"," ",""
"대구광역시 북구 고성동1가","7*","대","중심상업지역","8m미만","202005","14","86.1","24,700"," ",""
"대구광역시 북구 고성동1가","8*","대","중심상업지역","12m미만","202005","14","81.6","24,700"," ",""
"대구광역시 달성군 가창면 정대리","5**","전","개발제한구역","8m미만","202005","14","1018","3,000"," ",""
"대구광역시 달성군 가창면 정대리","5**","전","개발제한구역","8m미만","202005","14","1018","3,000"," ","20200619"
"대구광역시 북구 고성동1가","5*","대","중심상업지역","8m미만","202005","14","10","3,000","지분",""
"대구광역시 북구 고성동1가","5*","대","중심상업지역","8m미만","202005","14","9.9","3,000"," ",""
"대구광역시 북구 고성동1가","5*","대","중심상업지역","8m미만","202005","14","10","3,100","지분",""
"대구광역시 북구 서변동","1***","답","자연녹지지역","8m미만","202005","14","63.74","3,287","지분",""
"대구광역시 북구 고성동1가","5*","대","중심상업지역","8m미만","202005","14","127.05","30,750","지분",""
"대구광역시 달성군 현풍읍 원교리","1***","답","생산녹지지역","-","202005","14","26","300"," ",""
"대구광역시 남구 대명동","2***","대","제3종일반주거지역","8m미만","202005","14","182","34,700"," ",""
"대구광역시 북구 고성동1가","5*","대","중심상업지역","8m미만","202005","14","135.5","35,000"," ",""
"대구광역시 달성군 가창면 정대리","5**","답","개발제한구역","-","202005","14","1240","4,000"," ",""
"대구광역시 달성군 가창면 정대리","5**","답","개발제한구역","-","202005","14","1240","4,000"," ","20200619"
"대구광역시 북구 고성동1가","5*","대","중심상업지역","8m미만","202005","14","14.9","4,050"," ",""
"대구광역시 달성군 현풍읍 오산리","6*","대","자연녹지지역","8m미만","202005","14","192","4,350"," ",""
"대구광역시 북구 고성동1가","5*","대","중심상업지역","8m미만","202005","14","18.15","4,400","지분",""
"대구광역시 북구 고성동1가","5*","대","중심상업지역","8m미만","202005","14","19.8","4,670"," ",""
"대구광역시 북구 고성동1가","7*","대","중심상업지역","8m미만","202005","14","109.1","40,000"," ",""
"대구광역시 동구 신암동","2**","대","일반상업지역","25m이상","202005","14","41.87","51,200"," ","20200616"
"대구광역시 북구 노원동1가","1*","대","준주거지역","12m미만","202005","14","332","70,000"," ",""
"대구광역시 북구 고성동1가","5*","대","중심상업지역","8m미만","202005","14","36.3","8,800","지분",""
"대구광역시 달성군 현풍읍 오산리","8**","전","자연녹지지역","8m미만","202005","14","1311","9,330"," ",""
"대구광역시 북구 고성동1가","9*","대","중심상업지역","8m미만","202005","14","357.6","95,000"," ",""
"대구광역시 동구 신암동","1**","도로","제3종일반주거지역","-","202005","15","10","1,058"," ","20200620"
"대구광역시 달성군 하빈면 봉촌리","1**","답","제2종일반주거지역","8m미만","202005","15","32","1,480"," ",""
"대구광역시 동구 봉무동","산1*","임야","개발제한구역","8m미만","202005","15","165","1,728","지분",""
"대구광역시 동구 신암동","1**","도로","제3종일반주거지역","-","202005","15","95","10,096"," ","20200620"
"대구광역시 달성군 다사읍 문양리","6**","대","제1종일반주거지역","8m미만","202005","15","126","11,400"," ",""
"대구광역시 달성군 가창면 냉천리","6**","유지","자연녹지지역","-","202005","15","251","114"," ",""
"대구광역시 북구 칠성동2가","4**","대","제3종일반주거지역","8m미만","202005","15","40","12,000"," ",""
"대구광역시 달성군 하빈면 봉촌리","1**","전","제2종일반주거지역","8m미만","202005","15","377","15,420"," ",""
"대구광역시 달성군 현풍읍 대리","6**","전","자연녹지지역","8m미만","202005","15","578","19,000"," ",""
"대구광역시 달성군 하빈면 봉촌리","1**","임야","제2종일반주거지역","8m미만","202005","15","52","2,000"," ",""
"대구광역시 동구 검사동","9**","대","제3종일반주거지역","25m미만","202005","15","1.5","200","지분",""
"대구광역시 달성군 유가읍 상리","9**","대","제1종일반주거지역","12m미만","202005","15","276.6","27,000"," ",""
"대구광역시 수성구 황금동","산1**","임야","자연녹지지역","-","202005","15","758","28,804"," ",""
"대구광역시 달성군 가창면 대일리","2**","답","개발제한구역","8m미만","202005","15","1108","29,480"," ",""
"대구광역시 달성군 옥포읍 김흥리","산*","임야","자연녹지지역","-","202005","15","667","3,700","지분",""
"대구광역시 달서구 대곡동","4**","답","개발제한구역","8m미만","202005","15","714","31,800"," ","20200528"
"대구광역시 수성구 황금동","산1**","임야","자연녹지지역","12m미만","202005","15","35.65","4,262","지분",""
"대구광역시 동구 중대동","6**","답","자연녹지지역","8m미만","202005","15","1269","41,250"," ",""
"대구광역시 북구 칠성동2가","3**","대","중심상업지역","8m미만","202005","15","132.2","41,775"," ",""
"대구광역시 동구 신암동","1**","도로","제3종일반주거지역","-","202005","15","4","411","지분","20200620"
"대구광역시 달서구 죽전동","4**","대","제2종일반주거지역","-","202005","15","178.5","45,900"," ",""
"대구광역시 달서구 갈산동","3**","도로","일반공업지역","-","202005","15","128","5,000"," ",""
"대구광역시 달성군 현풍읍 지리","3**","답","생산녹지지역","8m미만","202005","15","3906","50,000"," ",""
"대구광역시 달성군 옥포읍 본리리","산2*","임야","개발제한구역","8m미만","202005","15","12680","53,000"," ",""
"대구광역시 수성구 황금동","산1**","임야","자연녹지지역","-","202005","15","190.4","6,397","지분",""
"대구광역시 달성군 화원읍 본리리","1***","대","제2종일반주거지역","12m미만","202005","15","30","6,852"," ",""
"대구광역시 수성구 황금동","산*","임야","자연녹지지역","-","202005","15","2148.67","67,683","지분",""
"대구광역시 동구 신암동","1**","도로","제3종일반주거지역","-","202005","15","68","7,193"," ","20200620"
"대구광역시 동구 신천동","7**","대","제3종일반주거지역","12m미만","202005","15","28","7,400"," ","20200526"
