"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 대구광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"대구광역시 남구 대명동","3060","3060","0000","교대역 동서프라임36.5","전세","76.244","202012","8","40,000","0","8","2017","이천로19길 81"
"대구광역시 남구 대명동","3060","3060","0000","교대역 동서프라임36.5","전세","84.3316","202012","16","39,000","0","2","2017","이천로19길 81"
"대구광역시 남구 대명동","3060","3060","0000","교대역 동서프라임36.5","전세","76.244","202101","6","40,000","0","7","2017","이천로19길 81"
"대구광역시 남구 대명동","3060","3060","0000","교대역 동서프라임36.5","전세","76.244","202101","6","40,000","0","7","2017","이천로19길 81"
"대구광역시 남구 대명동","3060","3060","0000","교대역 동서프라임36.5","전세","78.9447","202101","13","42,000","0","12","2017","이천로19길 81"
"대구광역시 남구 대명동","3051-16","3051","0016","금오맨션2동","월세","60.875","202009","18","0","50","3","1982","두류공원로17길 39"
"대구광역시 남구 대명동","1623-6","1623","0006","나나바루아","전세","84.8562","202007","20","21,000","0","3","2015","대명복개로4길 104"
"대구광역시 남구 대명동","3029-42","3029","0042","노블캐슬","전세","80.95","202012","12","22,000","0","7","2016","대경길 125"
"대구광역시 남구 대명동","산58-2","0058","0002","대명가든맨션","전세","69.84","202003","14","9,000","0","5","1983","중앙대로31길 79"
"대구광역시 남구 대명동","산58-2","0058","0002","대명가든맨션","전세","83.16","202004","2","17,500","0","3","1983","중앙대로31길 79"
"대구광역시 남구 대명동","산58-2","0058","0002","대명가든맨션","월세","69.84","202004","20","3,000","50","2","1983","중앙대로31길 79"
"대구광역시 남구 대명동","산58-2","0058","0002","대명가든맨션","월세","69.84","202004","28","7,000","20","3","1983","중앙대로31길 79"
"대구광역시 남구 대명동","산58-2","0058","0002","대명가든맨션","월세","83.16","202006","17","7,000","25","4","1983","중앙대로31길 79"
