"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"충청북도 영동군 영동읍 계산리","262-4","262","4","세인트빌2차","84.88","202006","12","17,350","8","2015","구교로 35",""
"충청북도 영동군 영동읍 계산리","262-4","262","4","세인트빌2차","84.88","202009","7","17,400","6","2015","구교로 35",""
"충청북도 영동군 영동읍 계산리","262-4","262","4","세인트빌2차","84.88","202009","23","17,300","7","2015","구교로 35",""
"충청북도 영동군 영동읍 동정리","97","97","0","골든렉시움","47.41","202010","21","9,700","5","2018","동정로 30",""
"충청북도 영동군 영동읍 동정리","97","97","0","골든렉시움","42.77","202010","26","9,700","5","2018","동정로 30",""
"충청북도 영동군 영동읍 동정리","97","97","0","골든렉시움","42.77","202010","26","9,700","6","2018","동정로 30",""
"충청북도 영동군 영동읍 동정리","97","97","0","골든렉시움","42.77","202012","24","9,700","7","2018","동정로 30",""
"충청북도 영동군 영동읍 동정리","97","97","0","골든렉시움","47.41","202012","24","9,700","7","2018","동정로 30",""
"충청북도 영동군 영동읍 동정리","97","97","0","골든렉시움","56.18","202102","22","9,900","8","2018","동정로 30",""
"충청북도 영동군 영동읍 동정리","97","97","0","골든렉시움","42.77","202102","22","9,900","8","2018","동정로 30",""
"충청북도 영동군 영동읍 동정리","97","97","0","골든렉시움","47.41","202102","22","9,900","8","2018","동정로 30",""
"충청북도 음성군 감곡면 오향리","522-21","522","21","(522-21)","82","202010","16","15,000","2","2018"," ",""
"충청북도 음성군 감곡면 오향리","543-2","543","2","(543-2)","82.58","202003","1","18,200","7","2020","장감로218번길 5",""
"충청북도 음성군 감곡면 오향리","543-2","543","2","(543-2)","82.61","202003","30","19,200","8","2020","장감로218번길 5",""
"충청북도 음성군 감곡면 오향리","543-2","543","2","(543-2)","84.03","202003","30","19,200","6","2020","장감로218번길 5",""
"충청북도 음성군 감곡면 오향리","543-2","543","2","(543-2)","82.58","202005","8","19,200","6","2020","장감로218번길 5",""
"충청북도 음성군 감곡면 오향리","543-2","543","2","(543-2)","82.58","202007","13","19,200","8","2020","장감로218번길 5",""
"충청북도 음성군 감곡면 오향리","543-2","543","2","(543-2)","84.03","202007","14","19,200","9","2020","장감로218번길 5",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","30.85","202005","25","11,294","10","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","24.39","202009","9","7,000","8","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","30.85","202009","9","8,000","9","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","24.39","202010","5","8,930","7","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","30.85","202010","5","11,294","9","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","24.39","202011","9","7,200","8","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","23.7","202011","9","7,200","6","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","23.7","202011","9","7,200","6","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","24.39","202011","9","7,000","9","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","24.39","202011","9","7,200","9","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","24.39","202011","9","7,000","7","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","23.7","202011","9","7,000","6","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","24.39","202011","9","7,000","9","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","24.39","202012","23","6,600","6","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1477","1477","0","(1477)","24.39","202102","6","8,300","7","2015","산학로 20",""
"충청북도 음성군 맹동면 두성리","1375","1375","0","밀라움 오피스텔","22.61","202007","15","8,800","9","2017","대하4길 6-10",""
"충청북도 음성군 맹동면 두성리","1375","1375","0","밀라움 오피스텔","37.82","202011","6","17,258","7","2017","대하4길 6-10",""
"충청북도 음성군 맹동면 두성리","1375","1375","0","밀라움 오피스텔","22.61","202012","11","9,600","7","2017","대하4길 6-10",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","27.92","202003","5","9,095","3","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","23.61","202004","29","10,790","7","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","23.61","202004","30","8,700","7","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","23.61","202006","10","9,309","10","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","79.49","202008","7","36,303","4","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","79.49","202008","7","36,303","9","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","50.09","202008","7","23,002","5","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","79.49","202008","7","36,303","3","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","38.82","202008","7","17,638","3","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","23.61","202010","15","9,309","10","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","27.92","202010","15","10,433","6","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","27.92","202012","22","10,433","8","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","38.82","202012","22","14,338","7","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1463","1463","0","킹스밀오피스텔 1차","27.92","202012","22","10,433","8","2016","원중로 1374",""
"충청북도 음성군 맹동면 두성리","1454","1454","0","킹스밀오피스텔 2차","27.72","202007","20","12,640","9","2019"," ",""
"충청북도 음성군 맹동면 두성리","1454","1454","0","킹스밀오피스텔 2차","27.72","202101","19","13,153","10","2019"," ",""
"충청북도 음성군 맹동면 두성리","1454","1454","0","킹스밀오피스텔 2차","23.61","202101","19","11,259","5","2019"," ",""
"충청북도 음성군 맹동면 두성리","1454","1454","0","킹스밀오피스텔 2차","23.61","202101","19","11,259","10","2019"," ",""
"충청북도 음성군 맹동면 두성리","1454","1454","0","킹스밀오피스텔 2차","27.72","202101","19","13,153","7","2019"," ",""
"충청북도 제천시 장락동","642-6","642","6","백합오피스텔","26","202006","24","1,550","5","1998","청전대로 187",""
"충청북도 제천시 장락동","1050","1050","0","신안실크밸리 스카이시티","25.77","202006","25","4,997","7","2017"," ",""
"충청북도 제천시 장락동","1050","1050","0","신안실크밸리 스카이시티","25.77","202008","1","4,997","8","2017"," ",""
"충청북도 제천시 장락동","1050","1050","0","신안실크밸리 스카이시티","25.77","202008","21","4,997","6","2017"," ",""
"충청북도 제천시 장락동","1050","1050","0","신안실크밸리 스카이시티","25.77","202009","9","4,900","7","2017"," ",""
"충청북도 제천시 장락동","1050","1050","0","신안실크밸리 스카이시티","52.19","202010","14","10,120","8","2017"," ",""
"충청북도 제천시 장락동","1050","1050","0","신안실크밸리 스카이시티","25.77","202011","17","4,997","6","2017"," ",""
"충청북도 제천시 장락동","1050","1050","0","신안실크밸리 스카이시티","25.77","202101","4","4,997","7","2017"," ",""
"충청북도 제천시 장락동","1050","1050","0","신안실크밸리 스카이시티","25.77","202102","3","4,997","6","2017"," ",""
"충청북도 제천시 장락동","1050","1050","0","신안실크밸리 스카이시티","25.77","202102","23","4,997","6","2017"," ",""
"충청북도 청주상당구 용암동","1612","1612","0","	(1612)	","36.4","202010","12","6,000","3","2008","중흥로 24",""
"충청북도 청주상당구 용암동","1612","1612","0","	(1612)	","38.64","202010","26","6,500","5","2008","중흥로 24",""
"충청북도 청주서원구 개신동","436-4","436","4","	(436-4)	","25.65","202012","28","3,000","5","2012","예체로 23",""
"충청북도 청주서원구 개신동","436-4","436","4","	(436-4)	","25.65","202102","16","4,500","5","2012","예체로 23",""
"충청북도 청주서원구 분평동","1425","1425","0","THE STYLE","32.13","202003","22","6,000","2","2005","1순환로 1059",""
"충청북도 청주서원구 분평동","1425","1425","0","THE STYLE","35.64","202101","29","5,500","5","2005","1순환로 1059",""
"충청북도 청주서원구 사직동","12-12","12","12","	(12-12)	","59.4","202011","26","8,500","2","2011","사운로 65",""
"충청북도 청주서원구 사직동","245-18","245","18","	(245-18)	","52.25","202003","12","7,000","5","2009","대원로19번길 38",""
"충청북도 청주서원구 사직동","245-18","245","18","	(245-18)	","32.56","202006","1","4,000","8","2009","대원로19번길 38",""
"충청북도 청주서원구 사직동","245-18","245","18","	(245-18)	","31.62","202006","1","4,000","8","2009","대원로19번길 38",""
"충청북도 청주서원구 사창동","296-7","296","7","	(296-7)	","49.08","202004","20","8,000","5","2013","내수동로 149",""
"충청북도 청주서원구 성화동","454","454","0","어웰빌리지","51.43","202007","13","5,000","5","2015"," ","20200721"
"충청북도 청주서원구 성화동","454","454","0","어웰빌리지","51.43","202007","13","8,000","5","2015"," ",""
"충청북도 청주서원구 성화동","454","454","0","어웰빌리지","59.42","202012","3","13,500","5","2015"," ",""
"충청북도 청주서원구 성화동","454","454","0","어웰빌리지","59.77","202101","26","9,000","2","2015"," ",""
"충청북도 청주서원구 성화동","454","454","0","어웰빌리지","58.15","202101","27","9,000","3","2015"," ",""
"충청북도 청주서원구 성화동","489","489","0","예지웰프라임A동","56.95","202011","10","16,000","6","2015","장전로 89",""
"충청북도 청주서원구 성화동","489","489","0","예지웰프라임A동","57.45","202012","28","16,500","6","2015","장전로 89",""
"충청북도 청주서원구 성화동","484","484","0","예지웰프라임B동","57.46","202006","4","17,500","7","2015","신화로32번길 37",""
"충청북도 청주서원구 성화동","484","484","0","예지웰프라임B동","57.46","202007","15","16,000","2","2015","신화로32번길 37",""
"충청북도 청주서원구 성화동","484","484","0","예지웰프라임B동","57.46","202011","5","12,000","6","2015","신화로32번길 37",""
"충청북도 청주서원구 성화동","484","484","0","예지웰프라임B동","55.22","202011","6","15,500","4","2015","신화로32번길 37",""
"충청북도 청주서원구 성화동","484","484","0","예지웰프라임B동","57.46","202011","6","16,100","5","2015","신화로32번길 37",""
"충청북도 청주서원구 성화동","484","484","0","예지웰프라임B동","56.82","202011","10","16,000","6","2015","신화로32번길 37",""
"충청북도 청주서원구 성화동","484","484","0","예지웰프라임B동","55.22","202011","10","15,500","4","2015","신화로32번길 37",""
"충청북도 청주서원구 성화동","484","484","0","예지웰프라임B동","57.46","202011","10","16,700","5","2015","신화로32번길 37",""
"충청북도 청주서원구 성화동","484","484","0","예지웰프라임B동","55.22","202011","10","15,500","5","2015","신화로32번길 37",""
"충청북도 청주청원구 오창읍 각리","636-2","636","2","한신 더 휴 센트럴파크","67.77","202004","9","14,200","3","null","오창공원로 96",""
"충청북도 청주청원구 오창읍 각리","636-2","636","2","한신 더 휴 센트럴파크","67.77","202004","9","14,200","4","null","오창공원로 96",""
"충청북도 청주청원구 오창읍 각리","636-2","636","2","한신 더 휴 센트럴파크","67.77","202005","8","14,500","2","null","오창공원로 96",""
"충청북도 청주청원구 오창읍 각리","636-2","636","2","한신 더 휴 센트럴파크","67.77","202005","8","14,500","2","null","오창공원로 96",""
"충청북도 청주청원구 오창읍 각리","636-2","636","2","한신 더 휴 센트럴파크","67.77","202005","9","14,500","2","null","오창공원로 96",""
"충청북도 청주청원구 오창읍 각리","636-2","636","2","한신 더 휴 센트럴파크","67.77","202005","9","14,500","2","null","오창공원로 96","20200512"
