"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 광주광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세(만원)","건축년도","도로명"
"광주광역시 광산구 비아동","6**","12m미만","95.5","전세","202011","30","10,000","0","2005","비아로34번길"
"광주광역시 광산구 비아동","6**","12m미만","99.75","전세","202102","16","12,000","0","2005","비아로34번길"
"광주광역시 광산구 비아동","6**","12m미만","99.75","전세","202102","16","12,000","0","2005","비아로34번길"
"광주광역시 광산구 비아동","6**","25m미만","100.16","월세","202006","17","1,000","50","1996","비아로45번길"
"광주광역시 광산구 산월동","7**","8m미만","20","전세","202007","22","2,500","0","2011","첨단봉산길"
"광주광역시 광산구 산월동","7**","8m미만","22.26","전세","202008","2","2,500","0","2011","첨단봉산길"
"광주광역시 광산구 산월동","7**","8m미만","23","전세","202010","29","2,500","0","2011","첨단봉산길"
"광주광역시 광산구 산월동","7**","8m미만","55.66","전세","202101","20","2,500","0","2011","첨단봉산길"
"광주광역시 광산구 산월동","2**","8m미만","80","전세","202007","26","15,000","0","2019","월봉반월길"
"광주광역시 광산구 산정동","1**","-","14.52","전세","202006","5","4,500","0","2019","null"
"광주광역시 광산구 산정동","9**","8m미만","15.11","전세","202009","7","6,000","0","2020","산정로30번길"
"광주광역시 광산구 산정동","9**","8m미만","16.1","전세","202012","19","6,000","0","2020","산정로50번길"
"광주광역시 광산구 산정동","9**","8m미만","16.76","전세","202102","5","4,500","0","null","산정공원로33번길"
"광주광역시 광산구 산정동","9**","12m미만","16.96","월세","202102","7","100","35","2018","산정로"
"광주광역시 광산구 산정동","9**","8m미만","18","전세","202101","16","4,500","0","2018","산정공원로33번길"
"광주광역시 광산구 산정동","9**","12m미만","18.5","전세","202004","22","5,000","0","2020","산정로"
"광주광역시 광산구 산정동","9**","8m미만","18.5","전세","202005","23","5,000","0","null","산정로49번길"
"광주광역시 광산구 산정동","9**","8m미만","20.67","전세","202008","6","7,500","0","2020","산정로30번길"
"광주광역시 광산구 산정동","9**","8m미만","20.83","전세","202011","19","7,000","0","2020","산정로38번길"
"광주광역시 광산구 산정동","1**","-","21.57","월세","202102","16","5,000","5","2017","null"
"광주광역시 광산구 산정동","1**","-","21.57","전세","202006","1","5,000","0","2017","null"
"광주광역시 광산구 산정동","1**","-","21.57","전세","202102","16","5,000","0","2017","null"
"광주광역시 광산구 산정동","9**","12m미만","22.49","전세","202005","22","2,000","0","2012","산정공원로81번길"
"광주광역시 광산구 산정동","9**","8m미만","22.9","전세","202011","25","7,000","0","2020","산정공원로59번길"
"광주광역시 광산구 산정동","1**","12m미만","23","월세","202006","4","200","35","2015","목련로2번길"
"광주광역시 광산구 산정동","9**","25m미만","23","월세","202006","22","100","35","2018","산정로"
"광주광역시 광산구 산정동","1**","8m미만","23.14","월세","202011","21","100","35","null","목련로2번길"
"광주광역시 광산구 산정동","9**","12m미만","23.14","전세","202005","14","5,000","0","2019","산정로"
"광주광역시 광산구 산정동","9**","12m미만","23.14","전세","202003","19","5,000","0","2019","산정로"
"광주광역시 광산구 산정동","9**","8m미만","23.34","전세","202012","15","8,000","0","2020","산정로50번길"
"광주광역시 광산구 산정동","1***","-","24","월세","202007","13","200","30","null","null"
"광주광역시 광산구 산정동","1***","25m미만","24","월세","202101","16","200","32","2014","용아로297번길"
"광주광역시 광산구 산정동","9**","12m미만","24","월세","202007","31","200","30","2009","산정공원로"
"광주광역시 광산구 산정동","1**","8m미만","24","전세","202101","16","4,200","0","2019","목련로2번길"
"광주광역시 광산구 산정동","9**","8m미만","24.18","전세","202004","22","5,000","0","2020","산정공원로59번길"
"광주광역시 광산구 산정동","9**","8m미만","24.42","전세","202006","23","7,000","0","2020","산정로49번길"
"광주광역시 광산구 산정동","1**","8m미만","25","전세","202008","13","4,000","0","2019","목련로2번길"
"광주광역시 광산구 산정동","9**","8m미만","25.04","월세","202101","9","1,000","30","2018","산정로38번길"
"광주광역시 광산구 산정동","9**","8m미만","25.39","전세","202009","12","7,000","0","2020","산정로30번길"
"광주광역시 광산구 산정동","9**","12m미만","25.5","전세","202102","3","3,500","0","2017","산정로"
"광주광역시 광산구 산정동","9**","12m미만","25.5","전세","202012","31","3,000","0","2017","산정로"
"광주광역시 광산구 산정동","1***","12m미만","25.86","월세","202011","17","200","36","2015","용아로297번길"
"광주광역시 광산구 산정동","9**","8m미만","26","전세","202011","24","6,000","0","2020","산정로50번길"
"광주광역시 광산구 산정동","1**","8m미만","26.4","월세","202008","1","4,000","5","2018","목련로2번길"
"광주광역시 광산구 산정동","1**","-","27","월세","202005","10","300","47","2019","null"
"광주광역시 광산구 산정동","9**","8m미만","28","전세","202009","5","5,500","0","2020","산정로30번길"
"광주광역시 광산구 산정동","9**","8m미만","28","전세","202102","10","5,500","0","2020","산정로30번길"
"광주광역시 광산구 산정동","9**","8m미만","28","전세","202008","14","4,500","0","2017","산정로38번길"
"광주광역시 광산구 산정동","1**","8m미만","28","전세","202012","16","5,000","0","2019","목련로2번길"
"광주광역시 광산구 산정동","1***","12m미만","28.26","월세","202006","8","200","45","2015","목련로2번길"
"광주광역시 광산구 산정동","9**","12m미만","28.4","월세","202005","19","100","35","2018","산정공원로93번길"
"광주광역시 광산구 산정동","9**","25m미만","29","월세","202006","1","100","34","2005","산정공원로94번길"
"광주광역시 광산구 산정동","1**","8m미만","30","월세","202102","1","100","33","2019","목련로2번길"
"광주광역시 광산구 산정동","9**","8m미만","30","월세","202101","19","2,000","20","2020","산정로50번길"
"광주광역시 광산구 산정동","9**","-","30","월세","202002","29","6,500","6","2020","null"
"광주광역시 광산구 산정동","9**","8m미만","30","전세","202012","16","6,000","0","2020","산정로50번길"
"광주광역시 광산구 산정동","9**","-","30","전세","202011","19","7,000","0","2020","null"
"광주광역시 광산구 산정동","9**","-","30","전세","202011","19","7,000","0","2020","null"
"광주광역시 광산구 산정동","1**","8m미만","30","전세","202008","27","6,500","0","2017","목련로2번길"
"광주광역시 광산구 산정동","1***","8m미만","32.32","월세","202102","19","200","32","2014","목련로2번길"
"광주광역시 광산구 산정동","1***","25m미만","33","전세","202009","5","4,000","0","2013","용아로297번길"
"광주광역시 광산구 산정동","9**","8m미만","33","전세","202008","24","4,300","0","2017","산정로38번길"
"광주광역시 광산구 산정동","1**","8m미만","33.06","전세","202006","26","4,000","0","2018","목련로2번길"
"광주광역시 광산구 산정동","1***","12m미만","33.92","월세","202011","28","400","45","2015","목련로2번길"
"광주광역시 광산구 산정동","1***","12m미만","34.63","월세","202007","18","300","40","2013","용아로297번길"
"광주광역시 광산구 산정동","9**","8m미만","35","월세","202102","4","200","28","1991","산정로62번길"
"광주광역시 광산구 산정동","1**","12m미만","35.76","월세","202012","8","4,500","5","2017","목련로2번길"
"광주광역시 광산구 산정동","6**","8m미만","36","월세","202003","7","300","27","2013","하남지실길"
"광주광역시 광산구 산정동","1***","8m미만","36","전세","202006","2","7,000","0","2015","목련로2번길"
"광주광역시 광산구 산정동","9**","8m미만","36","전세","202005","26","7,000","0","2020","산정로49번길"
"광주광역시 광산구 산정동","1***","12m미만","36.3","전세","202008","12","6,000","0","2014","목련로2번길"
"광주광역시 광산구 산정동","1***","-","40","월세","202011","21","300","40","2015","null"
"광주광역시 광산구 산정동","1***","8m미만","40","월세","202011","22","300","40","2015","목련로2번길"
"광주광역시 광산구 산정동","9**","12m미만","40","전세","202006","10","6,000","0","2020","산정로"
"광주광역시 광산구 산정동","9**","25m미만","40","전세","202008","15","5,000","0","2020","산정로30번길"
"광주광역시 광산구 산정동","1***","-","43","전세","202007","13","8,000","0","2014","null"
"광주광역시 광산구 산정동","1**","12m미만","45","월세","202102","18","300","48","2019","목련로2번길"
"광주광역시 광산구 산정동","1**","12m미만","45","월세","202011","28","500","45","2015","목련로2번길"
"광주광역시 광산구 산정동","1***","8m미만","46.28","전세","202009","12","5,000","0","2014","용아로297번길"
"광주광역시 광산구 산정동","1**","12m미만","49","월세","202101","22","300","45","2015","목련로2번길"
"광주광역시 광산구 산정동","1***","25m미만","50","전세","202009","4","4,500","0","2013","용아로297번길"
"광주광역시 광산구 산정동","1***","12m미만","50","전세","202005","17","8,000","0","2014","목련로2번길"
"광주광역시 광산구 산정동","1***","25m미만","50","전세","202008","22","7,500","0","2013","용아로297번길"
"광주광역시 광산구 산정동","1***","8m미만","50","전세","202010","27","5,000","0","2014","용아로297번길"
"광주광역시 광산구 산정동","9**","8m미만","50","전세","202004","30","5,000","0","1993","산정로5번길"
"광주광역시 광산구 산정동","9**","25m이상","60","월세","202010","15","300","40","2013","산정공원로59번길"
"광주광역시 광산구 산정동","1***","25m미만","60","전세","202009","23","7,000","0","2014","용아로297번길"
"광주광역시 광산구 산정동","9**","12m미만","61.41","월세","202006","7","200","41","2008","산정공원로81번길"
"광주광역시 광산구 산정동","9**","25m미만","64.5","전세","202006","27","15,000","0","2020","산정로30번길"
"광주광역시 광산구 산정동","1**","12m미만","66","전세","202102","26","6,000","0","2015","목련로2번길"
"광주광역시 광산구 산정동","9**","8m미만","67.34","전세","202011","16","10,000","0","1991","산정공원로59번길"
"광주광역시 광산구 산정동","9**","8m미만","67.62","전세","202012","15","14,000","0","2018","산정로38번길"
"광주광역시 광산구 산정동","9**","-","67.62","전세","202012","15","14,000","0","2018","null"
"광주광역시 광산구 산정동","9**","8m미만","70","전세","202010","12","4,000","0","1990","산정공원로59번길"
"광주광역시 광산구 산정동","9**","8m미만","70.76","전세","202012","8","9,000","0","2019","산정로29번길"
"광주광역시 광산구 산정동","9**","8m미만","78.69","전세","202007","10","6,000","0","1992","산정로6번길"
"광주광역시 광산구 산정동","9**","8m미만","78.69","전세","202007","10","6,000","0","1992","산정로6번길"
"광주광역시 광산구 산정동","1***","12m미만","80","월세","202012","13","3,000","65","2014","목련로2번길"
"광주광역시 광산구 산정동","1**","8m미만","80","월세","202102","15","10,000","20","2019","null"
"광주광역시 광산구 산정동","9**","12m미만","82","전세","202009","14","5,500","0","1995","산정로"
"광주광역시 광산구 산정동","9**","12m미만","82.63","전세","202012","29","13,000","0","1991","산정공원로81번길"
"광주광역시 광산구 산정동","9**","8m미만","85.44","전세","202003","11","3,500","0","1991","산정로18번길"
"광주광역시 광산구 산정동","9**","12m미만","89","전세","202003","4","15,000","0","2019","산정로"
"광주광역시 광산구 산정동","9**","12m미만","89.19","월세","202005","6","500","53","1992","산정공원로59번길"
"광주광역시 광산구 산정동","1**","8m미만","90","월세","202101","8","1,500","80","2019","목련로2번길"
"광주광역시 광산구 산정동","1***","25m미만","98.62","전세","202008","6","15,000","0","2013","용아로297번길"
"광주광역시 광산구 산정동","1***","25m미만","98.62","전세","202007","24","15,000","0","2013","용아로297번길"
"광주광역시 광산구 산정동","9**","8m미만","98.75","전세","202003","22","8,000","0","1992","산정로38번길"
"광주광역시 광산구 산정동","9**","25m미만","99","월세","202008","6","1,000","50","1992","월곡산정로"
"광주광역시 광산구 산정동","9**","8m미만","103.07","전세","202008","4","10,000","0","2013","산정로37번길"
"광주광역시 광산구 산정동","1**","8m미만","120.02","월세","202003","13","100","27","2018","목련로2번길"
"광주광역시 광산구 산정동","9**","8m미만","187","월세","202011","25","3,000","10","1990","산정로61번길"
"광주광역시 광산구 산정동","9**","8m미만","208.7","전세","202006","23","7,000","0","1992","산정로6번길"
"광주광역시 광산구 삼거동","9*","-","161.75","전세","202102","20","4,000","0","null","null"
"광주광역시 광산구 선암동","6**","12m미만","18.8","월세","202102","24","200","35","2014","선운로2번길"
"광주광역시 광산구 선암동","5**","12m미만","21.22","월세","202102","28","200","30","2016","선운로2번길"
"광주광역시 광산구 선암동","5**","12m미만","22","전세","202012","30","6,000","0","2015","선운중앙로67번길"
"광주광역시 광산구 선암동","4**","8m미만","23","전세","202004","15","2,000","0","1998","어등대로449번길"
"광주광역시 광산구 선암동","6**","12m미만","25","전세","202009","4","6,000","0","2016","선운로20번길"
"광주광역시 광산구 선암동","3**","8m미만","25","전세","202005","5","4,000","0","2017","어등대로449번길"
"광주광역시 광산구 선암동","6**","12m미만","26","월세","202102","25","200","32","2012","선운로2번길"
"광주광역시 광산구 선암동","5**","12m미만","26","전세","202102","18","5,000","0","2014","선운중앙로67번길"
"광주광역시 광산구 선암동","6**","12m미만","26","전세","202011","29","5,000","0","2014","선운로2번길"
"광주광역시 광산구 선암동","7**","12m미만","27","월세","202102","18","200","34","2014","선운로2번길"
"광주광역시 광산구 선암동","5**","12m미만","27","월세","202102","28","200","34","2014","선운중앙로67번길"
"광주광역시 광산구 선암동","5**","12m미만","27","전세","202102","16","5,000","0","2014","선운중앙로67번길"
"광주광역시 광산구 선암동","6**","-","30","월세","202012","16","300","36","2015","null"
"광주광역시 광산구 선암동","7**","25m미만","30","월세","202008","18","200","35","2015","선운로20번길"
"광주광역시 광산구 선암동","6**","12m미만","30","월세","202012","26","200","35","2016","선운로2번길"
"광주광역시 광산구 선암동","5**","12m미만","30","전세","202008","29","4,000","0","2014","선운중앙로67번길"
"광주광역시 광산구 선암동","7**","12m미만","33","월세","202101","6","300","38","2015","선운로2번길"
"광주광역시 광산구 선암동","6**","25m미만","33","월세","202009","14","300","35","2014","선운로20번길"
"광주광역시 광산구 선암동","5**","12m미만","33","월세","202011","18","200","33","2017","선운로2번길"
"광주광역시 광산구 선암동","6**","25m미만","33","월세","202101","27","1,000","65","2015","선운로20번길"
"광주광역시 광산구 선암동","6**","-","33","전세","202011","7","6,000","0","2017","null"
"광주광역시 광산구 선암동","7**","-","35.5","월세","202010","29","300","45","2013","null"
"광주광역시 광산구 선암동","5**","12m미만","39","월세","202005","10","300","42","2014","선운중앙로67번길"
"광주광역시 광산구 선암동","5**","25m미만","40","월세","202101","9","300","40","2016","선운로20번길"
"광주광역시 광산구 선암동","6**","25m미만","40","월세","202009","15","300","45","2014","선운로20번길"
"광주광역시 광산구 선암동","6**","12m미만","40","월세","202011","16","300","30","2013","선운로2번길"
"광주광역시 광산구 선암동","6**","12m미만","40.05","월세","202004","11","300","42","2014","선운로2번길"
"광주광역시 광산구 선암동","7**","12m미만","45","전세","202007","29","15,000","0","2014","선운로2번길"
"광주광역시 광산구 선암동","6**","12m미만","49.5","전세","202005","10","9,000","0","2016","선운로2번길"
"광주광역시 광산구 선암동","6**","12m미만","52","전세","202003","20","7,000","0","2014","선운로2번길"
"광주광역시 광산구 선암동","5**","12m미만","60","월세","202004","2","2,000","40","2019","선운중앙로67번길"
"광주광역시 광산구 선암동","6**","12m미만","84","월세","202012","30","5,000","60","2014","선운로2번길"
"광주광역시 광산구 선암동","7**","25m미만","98","전세","202004","21","13,000","0","2012","선운로"
"광주광역시 광산구 선암동","5**","12m미만","114.73","월세","202102","23","1,000","63","2016","선운로2번길"
"광주광역시 광산구 선암동","7*","8m미만","132","월세","202010","7","300","20","1996","어등대로648번길"
"광주광역시 광산구 선암동","7**","25m미만","135","전세","202101","27","17,000","0","2014","선운로20번길"
"광주광역시 광산구 선암동","6**","25m미만","143","월세","202005","26","50","30","2012","선운로20번길"
"광주광역시 광산구 선암동","7**","12m미만","150","전세","202102","15","20,000","0","2015","선운로2번길"
"광주광역시 광산구 소촌동","6**","8m미만","21.6","월세","202007","22","200","30","2017","어등대로653번길"
"광주광역시 광산구 소촌동","1*","12m미만","25","월세","202004","11","200","33","2020","금봉로74번길"
"광주광역시 광산구 소촌동","2**","25m미만","25","월세","202011","24","200","30","2020","소촌로"
"광주광역시 광산구 소촌동","1*","12m미만","25","월세","202004","26","500","30","2020","금봉로74번길"
"광주광역시 광산구 소촌동","5**","8m미만","26.45","전세","202012","3","1,800","0","null","상무대로"
"광주광역시 광산구 소촌동","2**","25m미만","30","전세","202003","20","3,500","0","2017","소촌로86번길"
"광주광역시 광산구 소촌동","1*","12m미만","39","월세","202005","13","500","40","2020","금봉로74번길"
"광주광역시 광산구 소촌동","7**","25m이상","39.6","월세","202003","10","200","28","2016","소촌로"
"광주광역시 광산구 소촌동","2**","25m미만","40","월세","202008","5","300","45","2020","소촌로"
"광주광역시 광산구 소촌동","6**","8m미만","40","월세","202102","5","5,000","5","2017","어등대로653번길"
"광주광역시 광산구 소촌동","2**","-","45","월세","202003","2","2,000","75","2020","소촌로"
"광주광역시 광산구 소촌동","2**","25m미만","50.92","전세","202011","7","15,000","0","2020","소촌로"
"광주광역시 광산구 소촌동","5**","8m미만","56.59","월세","202007","15","500","30","1983","송정공원로11번길"
"광주광역시 광산구 소촌동","4**","8m미만","57.25","월세","202004","16","200","28","1991","송정공원로11번길"
"광주광역시 광산구 소촌동","2**","-","60","전세","202011","12","14,000","0","2020","null"
"광주광역시 광산구 소촌동","2**","-","60","전세","202007","25","13,000","0","2020","null"
"광주광역시 광산구 송대동","4**","-","94","월세","202011","19","500","42","2013","null"
"광주광역시 광산구 송정동","5**","8m미만","15","월세","202006","15","50","10","null","송도로270번길"
"광주광역시 광산구 송정동","7**","12m미만","18.5","월세","202007","8","200","40","2020","광산로77번길"
"광주광역시 광산구 송정동","6**","12m미만","18.5","전세","202007","23","4,500","0","2016","내상로33번길"
"광주광역시 광산구 송정동","8**","8m미만","22","전세","202005","20","2,000","0","2003","송정로29번길"
"광주광역시 광산구 송정동","6**","8m미만","23.14","전세","202002","29","1,200","0","1992","내상로33번길"
"광주광역시 광산구 송정동","7**","12m미만","24","전세","202012","15","3,000","0","2007","내상로15번길"
