"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 대전광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적(㎡)","거래금액(만원)","지분구분","해제사유발생일"
"대전광역시 서구 관저동","1***","대","제2종일반주거지역","12m미만","202004","28","221.2","42,973"," ",""
"대전광역시 유성구 복용동","4**","하천","개발제한구역","12m미만","202004","28","3.08","50","지분",""
"대전광역시 서구 관저동","1***","대","제2종일반주거지역","12m미만","202004","28","245.6","55,811"," ",""
"대전광역시 유성구 복용동","1**","잡종지","개발제한구역","8m미만","202004","28","9.63","6,000","지분",""
"대전광역시 중구 오류동","1**","도로","제3종일반주거지역","-","202004","28","15.2","600","지분",""
"대전광역시 유성구 복용동","4**","잡종지","개발제한구역","25m이상","202004","28","1.24","650","지분",""
"대전광역시 유성구 복용동","2**","잡종지","개발제한구역","12m미만","202004","28","1.45","700","지분",""
"대전광역시 동구 홍도동","2*","대","제3종일반주거지역","12m미만","202004","29","27","1,935"," ",""
"대전광역시 동구 홍도동","2*","대","제3종일반주거지역","12m미만","202004","29","27","1,935"," ","20200608"
"대전광역시 서구 괴곡동","5**","답","개발제한구역","-","202004","29","618","10,800"," ",""
"대전광역시 동구 홍도동","2*","대","제3종일반주거지역","-","202004","29","29","2,078"," ","20200608"
"대전광역시 동구 홍도동","2*","대","제3종일반주거지역","-","202004","29","29","2,078"," ",""
"대전광역시 유성구 복용동","1**","도로","자연녹지지역","8m미만","202004","29","5","200"," ",""
"대전광역시 동구 비룡동","2**","답","개발제한구역","8m미만","202004","29","72.81","200","지분",""
"대전광역시 동구 비룡동","2**","답","개발제한구역","8m미만","202004","29","80.88","220","지분",""
"대전광역시 동구 홍도동","2*","철도용지","제3종일반주거지역","12m미만","202004","29","355","25,436"," ",""
"대전광역시 동구 홍도동","2*","철도용지","제3종일반주거지역","12m미만","202004","29","355","25,436"," ","20200608"
"대전광역시 유성구 대동","5*","답","개발제한구역","8m미만","202004","29","1615","27,300"," ",""
"대전광역시 동구 하소동","1**","도로","계획관리지역","-","202004","29","94","3,063"," ",""
"대전광역시 유성구 용계동","산3*","임야","자연녹지지역","-","202004","29","345.5","3,900","지분",""
"대전광역시 동구 비룡동","2**","답","개발제한구역","8m미만","202004","29","98.77","300","지분",""
"대전광역시 동구 비룡동","2**","답","개발제한구역","-","202004","29","84.35","320","지분",""
"대전광역시 중구 용두동","7**","임야","제1종일반주거지역","-","202004","29","318","36,550"," ",""
"대전광역시 동구 소호동","2**","전","개발제한구역","8m미만","202004","29","1009","4,420"," ",""
"대전광역시 유성구 원신흥동","5**","대","제1종일반주거지역","12m미만","202004","29","268.7","40,000"," ",""
"대전광역시 동구 비룡동","2**","답","개발제한구역","8m미만","202004","29","149.88","400","지분",""
"대전광역시 서구 관저동","1***","대","제2종일반주거지역","12m미만","202004","29","221.2","42,200"," ",""
"대전광역시 동구 비룡동","4**","전","개발제한구역","-","202004","29","43.73","50","지분",""
"대전광역시 동구 홍도동","2*","대","제3종일반주거지역","12m미만","202004","29","862","61,762"," ",""
"대전광역시 동구 홍도동","2*","대","제3종일반주거지역","12m미만","202004","29","862","61,762"," ","20200608"
"대전광역시 동구 하소동","1**","도로","계획관리지역","-","202004","29","19","637"," ",""
"대전광역시 서구 갈마동","7**","대","제2종일반주거지역","25m미만","202004","29","222.8","65,000"," ",""
"대전광역시 동구 홍도동","2*","대","제3종일반주거지역","-","202004","29","100","7,165"," ",""
"대전광역시 동구 홍도동","2*","대","제3종일반주거지역","-","202004","29","100","7,165"," ","20200608"
"대전광역시 동구 삼정동","9*","도로","자연녹지지역","-","202004","29","30.75","700","지분",""
"대전광역시 동구 비룡동","1**","답","개발제한구역","-","202004","29","212.65","790","지분",""
"대전광역시 중구 금동","5**","답","자연녹지지역","8m미만","202004","29","1058","9,100"," ",""
"대전광역시 중구 태평동","3**","대","제3종일반주거지역","25m이상","202004","30","139.9","23,000"," ",""
"대전광역시 유성구 구암동","5**","도로","제1종일반주거지역","12m미만","202004","30","3.55","300","지분",""
"대전광역시 유성구 반석동","5**","전","자연녹지지역","8m미만","202004","30","478","54,800"," ",""
"대전광역시 서구 원정동","7**","전","보전관리지역","8m미만","202004","30","1332","8,500"," ",""
"대전광역시 서구 흑석동","1**","전","개발제한구역","-","202005","1","245","1,760"," ",""
"대전광역시 대덕구 신대동","1**","답","개발제한구역","8m미만","202005","1","1702","17,000"," ",""
"대전광역시 유성구 신동","산1**","임야","개발제한구역","-","202005","1","230.5","2,030","지분",""
"대전광역시 중구 금동","4**","답","개발제한구역","-","202005","1","657","2,200"," ",""
"대전광역시 유성구 구암동","3**","전","개발제한구역","8m미만","202005","1","397","21,000"," ",""
"대전광역시 대덕구 오정동","6*","도로","제3종일반주거지역","-","202005","1","11","220","지분",""
"대전광역시 동구 하소동","8**","대","준공업지역","25m미만","202005","1","348.8","26,385"," ",""
"대전광역시 유성구 신동","산1**","임야","개발제한구역","-","202005","1","379.5","3,450","지분",""
"대전광역시 서구 흑석동","1**","전","개발제한구역","-","202005","1","516","3,740"," ",""
"대전광역시 유성구 구암동","5**","도로","제1종일반주거지역","12m미만","202005","1","3.55","300","지분",""
"대전광역시 유성구 복용동","5**","대","제2종일반주거지역","12m미만","202005","1","265.5","33,600"," ",""
"대전광역시 서구 흑석동","4**","답","개발제한구역","-","202005","1","836","4,400"," ",""
"대전광역시 동구 효평동","5**","전","자연녹지지역","-","202005","1","1627","4,900"," ",""
"대전광역시 유성구 복용동","5**","대","제2종일반주거지역","12m미만","202005","1","304.5","41,400"," ",""
"대전광역시 유성구 용산동","6**","대","제1종일반주거지역","25m미만","202005","1","406.3","54,900"," ",""
"대전광역시 동구 대성동","9*","전","제3종일반주거지역","25m이상","202005","1","1159","76,000"," ",""
"대전광역시 유성구 성북동","5**","전","개발제한구역","8m미만","202005","3","1141","15,500"," ","20200707"
"대전광역시 서구 정림동","1**","대","제2종일반주거지역","12m미만","202005","3","189.6","23,200"," ",""
"대전광역시 유성구 복용동","산1*","임야","개발제한구역","-","202005","4","402","1,691"," ",""
"대전광역시 동구 주산동","산2*","임야","개발제한구역","-","202005","4","5478.1","1,700","지분",""
"대전광역시 동구 천동","8*","대","제2종일반주거지역","25m미만","202005","4","27","2,750"," ",""
"대전광역시 유성구 신동","산1**","임야","개발제한구역","-","202005","4","347","3,045","지분",""
"대전광역시 유성구 복용동","산1*","임야","자연녹지지역","-","202005","4","242","3,676"," ",""
"대전광역시 유성구 하기동","2**","전","개발제한구역","8m미만","202005","4","1009","32,938"," ",""
"대전광역시 서구 용문동","5**","대","일반상업지역","12m미만","202005","4","75.7","35,000","지분",""
"대전광역시 서구 용문동","5**","대","일반상업지역","12m미만","202005","4","75.7","35,000","지분","20201217"
"대전광역시 서구 가장동","5*","도로","제1종일반주거지역","-","202005","4","62.9","4,756"," ",""
"대전광역시 유성구 하기동","2**","전","개발제한구역","8m미만","202005","4","833","44,300"," ",""
"대전광역시 유성구 복용동","1**","도로","자연녹지지역","-","202005","4","344","5,226"," ",""
"대전광역시 유성구 대정동","4**","전","자연녹지지역","8m미만","202005","4","968","58,000"," ",""
"대전광역시 유성구 신동","산1**","임야","개발제한구역","-","202005","4","661","6,000","지분",""
"대전광역시 유성구 복용동","1**","전","개발제한구역","-","202005","4","365","6,394"," ",""
"대전광역시 서구 도마동","1**","대","제2종일반주거지역","8m미만","202005","4","382.5","66,500"," ",""
"대전광역시 유성구 구암동","6**","대","제2종일반주거지역","12m미만","202005","4","329.1","68,000"," ",""
"대전광역시 유성구 덕명동","5**","대","제2종일반주거지역","12m미만","202005","4","481.2","70,000"," ",""
"대전광역시 대덕구 중리동","2**","대","제2종일반주거지역","12m미만","202005","4","8","750"," ",""
"대전광역시 서구 원정동","산3*","임야","개발제한구역","8m미만","202005","4","330","842","지분",""
"대전광역시 유성구 송정동","2**","답","개발제한구역","8m미만","202005","5","1553","13,850"," ",""
"대전광역시 동구 낭월동","2*","전","제2종일반주거지역","8m미만","202005","5","409","19,000"," ",""
"대전광역시 서구 산직동","5**","답","보전관리지역","8m미만","202005","5","156","2,120"," ",""
"대전광역시 서구 산직동","5**","답","보전관리지역","8m미만","202005","5","1807","24,594"," ",""
"대전광역시 동구 낭월동","2*","대","제2종일반주거지역","8m미만","202005","5","477","25,000"," ",""
"대전광역시 서구 가수원동","1***","대","제1종일반주거지역","12m미만","202005","5","259","41,000"," ",""
"대전광역시 동구 낭월동","2*","대","제2종일반주거지역","8m미만","202005","5","320","43,000"," ",""
"대전광역시 서구 산직동","5**","답","보전관리지역","8m미만","202005","5","391","5,321"," ",""
"대전광역시 중구 금동","4**","답","보전관리지역","8m미만","202005","5","693","5,900"," ",""
"대전광역시 중구 금동","4**","답","보전관리지역","8m미만","202005","5","632","6,000"," ",""
"대전광역시 중구 금동","4**","답","보전관리지역","8m미만","202005","5","715","6,100"," ",""
"대전광역시 서구 산직동","5**","답","보전관리지역","-","202005","5","460","6,260"," ",""
"대전광역시 동구 낭월동","2*","전","제2종일반주거지역","8m미만","202005","5","192","8,000"," ",""
"대전광역시 동구 삼성동","1**","대","제3종일반주거지역","-","202005","6","3","1,100"," ",""
"대전광역시 동구 신상동","산3*","임야","개발제한구역","8m미만","202005","6","3570","1,500","지분",""
"대전광역시 중구 정생동","2**","임야","개발제한구역","8m미만","202005","6","350.4","1,700","지분",""
"대전광역시 중구 문화동","2**","대","제2종일반주거지역","12m미만","202005","6","18","1,941"," ",""
"대전광역시 유성구 화암동","1**","도로","자연녹지지역","25m이상","202005","6","74","10,000","지분",""
"대전광역시 유성구 하기동","6*","도로","개발제한구역","8m미만","202005","6","9","100"," ",""
"대전광역시 동구 신상동","산2*","임야","개발제한구역","-","202005","6","2261.17","2,121","지분",""
"대전광역시 동구 소호동","4**","전","개발제한구역","12m미만","202005","6","436","2,500"," ",""
"대전광역시 중구 용두동","1**","대","제2종일반주거지역","25m미만","202005","6","145","26,400"," ",""
"대전광역시 중구 정생동","2**","전","개발제한구역","-","202005","6","53.6","300","지분",""
"대전광역시 유성구 계산동","7**","대","제2종일반주거지역","12m미만","202005","6","224.5","32,800"," ",""
"대전광역시 중구 오류동","1**","대","제2종일반주거지역","25m이상","202005","6","114.7","36,700"," ",""
"대전광역시 서구 가수원동","1***","대","제1종일반주거지역","12m미만","202005","6","255.3","37,000"," ",""
"대전광역시 서구 가수원동","1***","대","제1종일반주거지역","12m미만","202005","6","295.9","40,000"," ",""
"대전광역시 유성구 학하동","7**","대","제2종일반주거지역","12m미만","202005","6","254.9","44,700"," ",""
"대전광역시 동구 용전동","7*","주차장","일반상업지역","12m미만","202005","6","214.2","46,170"," ",""
"대전광역시 동구 용전동","7*","주차장","일반상업지역","12m미만","202005","6","214.2","46,170"," ","20200622"
"대전광역시 동구 용전동","7*","대","일반상업지역","25m이상","202005","6","238.3","49,278"," ",""
"대전광역시 동구 용전동","7*","대","일반상업지역","25m이상","202005","6","238.3","49,278"," ","20200622"
"대전광역시 중구 문화동","2**","도로","제2종일반주거지역","12m미만","202005","6","4.8","499","지분",""
"대전광역시 동구 용전동","7*","주차장","일반상업지역","8m미만","202005","6","234.3","50,503"," ","20200622"
"대전광역시 동구 용전동","7*","주차장","일반상업지역","8m미만","202005","6","234.3","50,503"," ",""
"대전광역시 동구 용전동","7*","대","일반상업지역","25m이상","202005","6","251.1","51,814"," ","20200622"
"대전광역시 동구 용전동","7*","대","일반상업지역","25m이상","202005","6","251.1","51,814"," ",""
"대전광역시 동구 용전동","7*","대","일반상업지역","25m이상","202005","6","251.1","51,814"," ",""
"대전광역시 동구 용전동","7*","대","일반상업지역","25m이상","202005","6","251.1","51,814"," ","20200622"
"대전광역시 동구 용전동","7*","대","일반상업지역","25m이상","202005","6","251.4","51,876"," ","20200622"
"대전광역시 동구 용전동","7*","대","일반상업지역","25m이상","202005","6","251.4","51,876"," ",""
"대전광역시 대덕구 비래동","산3*","임야","자연녹지지역","8m미만","202005","6","15884","55,000"," ",""
"대전광역시 유성구 화암동","1**","전","자연녹지지역","8m미만","202005","6","1089","66,000"," ",""
"대전광역시 유성구 봉명동","5**","대","제3종일반주거지역","-","202005","6","291","75,000"," ",""
"대전광역시 서구 평촌동","1**","도로","계획관리지역","8m미만","202005","7","45","1,088"," ",""
"대전광역시 서구 산직동","3**","전","개발제한구역","8m미만","202005","7","188","1,450"," ",""
"대전광역시 중구 은행동","1**","대","일반상업지역","8m미만","202005","7","31.1","14,000"," ",""
"대전광역시 중구 정생동","산1*","임야","개발제한구역","-","202005","7","1010.48","160","지분",""
"대전광역시 유성구 신성동","5**","대","준공업지역","25m미만","202005","7","572.1","197,600"," ","20200604"
"대전광역시 유성구 신성동","5**","대","준공업지역","25m미만","202005","7","572.1","197,600"," ",""
"대전광역시 동구 신상동","산2*","임야","개발제한구역","-","202005","7","1024","2,759","지분",""
"대전광역시 서구 평촌동","1**","전","계획관리지역","8m미만","202005","7","844","20,424"," ",""
"대전광역시 중구 대흥동","3**","도로","제2종일반주거지역","-","202005","7","8.44","270","지분",""
"대전광역시 유성구 용계동","산3*","임야","자연녹지지역","-","202005","7","216","3,500"," ",""
"대전광역시 유성구 구암동","5**","도로","제1종일반주거지역","12m미만","202005","7","3.56","300","지분",""
"대전광역시 서구 용문동","5**","대","일반상업지역","12m미만","202005","7","75.7","35,000","지분",""
"대전광역시 서구 관저동","1***","대","제1종일반주거지역","12m미만","202005","7","267.9","37,000"," ",""
"대전광역시 유성구 관평동","산1*","임야","자연녹지지역","-","202005","7","992","7,000","지분",""
"대전광역시 중구 유천동","3**","대","제2종일반주거지역","-","202005","7","88.6","7,000"," ",""
"대전광역시 동구 신상동","산2*","임야","개발제한구역","-","202005","8","397","1,068","지분",""
"대전광역시 유성구 대정동","산5*","임야","개발제한구역","12m미만","202005","8","345","1,250"," ",""
"대전광역시 유성구 신동","산1**","임야","개발제한구역","-","202005","8","197.5","1,740","지분",""
"대전광역시 동구 신상동","산2*","임야","개발제한구역","-","202005","8","165","104","지분",""
"대전광역시 서구 괴곡동","6**","전","자연녹지지역","8m미만","202005","8","1158","11,200","지분",""
"대전광역시 동구 성남동","*","도로","제3종일반주거지역","8m미만","202005","8","15","150"," ",""
"대전광역시 서구 매노동","5*","전","자연녹지지역","8m미만","202005","8","62","2,000"," ",""
"대전광역시 동구 구도동","3**","대","유통상업지역","25m미만","202005","8","30319.3","2,210,277"," ",""
"대전광역시 서구 정림동","1**","대","제2종일반주거지역","-","202005","8","42.74","2,400","지분",""
"대전광역시 동구 판암동","3**","전","자연녹지지역","-","202005","8","364","20,900"," ",""
"대전광역시 동구 판암동","1**","대","자연녹지지역","8m미만","202005","8","360","27,225"," ",""
"대전광역시 유성구 복용동","5**","대","제2종일반주거지역","12m미만","202005","8","220","29,700"," ",""
"대전광역시 유성구 신동","산1**","임야","개발제한구역","-","202005","8","33","290","지분",""
"대전광역시 유성구 신동","산1**","임야","개발제한구역","-","202005","8","33","290","지분",""
"대전광역시 서구 매노동","5*","전","자연녹지지역","8m미만","202005","8","113","3,000"," ",""
"대전광역시 서구 매노동","5*","대","자연녹지지역","8m미만","202005","8","26","350"," ",""
"대전광역시 서구 도안동","1***","대","제1종일반주거지역","12m미만","202005","8","325.5","49,000"," ",""
"대전광역시 동구 판암동","산3*","임야","자연녹지지역","-","202005","8","992","54,000"," ",""
"대전광역시 유성구 노은동","4**","답","개발제한구역","8m미만","202005","8","3099","56,000"," ",""
"대전광역시 동구 판암동","1**","답","자연녹지지역","8m미만","202005","8","1428","86,394"," ",""
"대전광역시 동구 효평동","3**","전","개발제한구역","-","202005","8","1878","9,000"," ",""
"대전광역시 서구 매노동","5*","대","자연녹지지역","8m미만","202005","8","73","950"," ",""
"대전광역시 대덕구 대화동","3*","대","제2종일반주거지역","8m미만","202005","9","43","1,250"," ",""
"대전광역시 유성구 구암동","5**","도로","제1종일반주거지역","12m미만","202005","9","3.48","300","지분",""
"대전광역시 중구 안영동","1**","답","개발제한구역","8m미만","202005","9","423.24","5,400","지분",""
"대전광역시 유성구 복용동","1**","도로","자연녹지지역","8m미만","202005","10","18.5","1,000","지분",""
"대전광역시 유성구 용계동","1**","도로","용도미지정","-","202005","10","18.5","1,000","지분","20200512"
"대전광역시 서구 흑석동","2**","전","개발제한구역","-","202005","10","159","1,200"," ",""
"대전광역시 동구 홍도동","8*","도로","제2종일반주거지역","8m미만","202005","10","15","100","지분",""
"대전광역시 유성구 계산동","7**","대","제2종일반주거지역","12m미만","202005","10","321","57,700"," ",""
"대전광역시 유성구 구룡동","산7*","임야","개발제한구역","-","202005","10","165","931","지분",""
"대전광역시 유성구 성북동","1**","전","개발제한구역","-","202005","11","253","1,220","지분",""
"대전광역시 유성구 원촌동","산1*","임야","자연녹지지역","-","202005","11","165.29","1,345","지분",""
"대전광역시 대덕구 장동","5**","답","개발제한구역","-","202005","11","1210","10,250"," ",""
"대전광역시 동구 가오동","3**","잡종지","제3종일반주거지역","8m미만","202005","11","55.5","10,400","지분",""
"대전광역시 유성구 용계동","1**","전","자연녹지지역","-","202005","11","2188","158,640"," ",""
"대전광역시 서구 용문동","2**","대","제3종일반주거지역","25m미만","202005","11","101.21","19,969","지분",""
"대전광역시 유성구 원촌동","산1*","임야","자연녹지지역","-","202005","11","330.58","2,690","지분",""
"대전광역시 서구 용문동","2**","대","제3종일반주거지역","12m미만","202005","11","131.61","21,716","지분",""
"대전광역시 서구 용문동","2**","대","제3종일반주거지역","25m미만","202005","11","131.62","25,705","지분",""
"대전광역시 서구 용문동","2**","대","제3종일반주거지역","12m미만","202005","11","242.29","39,709","지분",""
"대전광역시 유성구 성북동","1**","전","개발제한구역","-","202005","11","605","4,780"," ",""
"대전광역시 유성구 탑립동","5**","도로","자연녹지지역","-","202005","11","5.72","400","지분",""
"대전광역시 유성구 탑립동","5**","도로","자연녹지지역","12m미만","202005","11","6.72","400","지분",""
"대전광역시 서구 가수원동","1***","대","제1종일반주거지역","12m미만","202005","11","290.1","43,200"," ",""
"대전광역시 서구 용문동","2**","대","제3종일반주거지역","25m미만","202005","11","230.07","44,588","지분",""
"대전광역시 서구 가수원동","1***","대","제1종일반주거지역","12m미만","202005","11","323.7","45,000"," ",""
"대전광역시 동구 판암동","1**","전","자연녹지지역","8m미만","202005","11","744","45,013"," ",""
"대전광역시 유성구 성북동","1**","대","개발제한구역","8m미만","202005","11","873","5,280"," ",""
"대전광역시 유성구 탑립동","6**","도로","자연녹지지역","12m미만","202005","11","7.32","600","지분",""
"대전광역시 유성구 탑립동","6**","도로","자연녹지지역","-","202005","11","7.82","600","지분",""
"대전광역시 동구 판암동","2**","도로","준주거지역","-","202005","11","5","643"," ",""
"대전광역시 동구 하소동","산3*","임야","농림지역","-","202005","11","330.58","690","지분",""
"대전광역시 중구 유천동","1**","대","제2종일반주거지역","8m미만","202005","11","97.2","7,700"," ",""
"대전광역시 동구 홍도동","1**","도로","제2종일반주거지역","8m미만","202005","11","11","750"," ",""
"대전광역시 동구 신상동","산2*","임야","개발제한구역","-","202005","11","330.58","890","지분",""
"대전광역시 유성구 용계동","2**","전","자연녹지지역","-","202005","11","853","95,460"," ",""
"대전광역시 대덕구 장동","산4*","임야","자연녹지지역","-","202005","12","431","1,300"," ",""
"대전광역시 서구 용문동","2**","도로","제3종일반주거지역","-","202005","12","19.51","1,814","지분",""
"대전광역시 동구 판암동","1**","답","개발제한구역","8m미만","202005","12","1117","18,580"," ",""
"대전광역시 유성구 반석동","산2*","임야","개발제한구역","-","202005","12","6460","19,540"," ",""
"대전광역시 유성구 반석동","산2*","임야","개발제한구역","-","202005","12","6460","19,540"," ","20200924"
"대전광역시 유성구 반석동","산2*","임야","개발제한구역","-","202005","12","6460","19,540"," ","20201006"
"대전광역시 유성구 반석동","산2*","임야","개발제한구역","-","202005","12","6460","19,540"," ","20200915"
"대전광역시 동구 용전동","1**","도로","기타","-","202005","12","16.1","200"," ",""
"대전광역시 서구 우명동","7*","전","계획관리지역","-","202005","12","2294","24,290"," ",""
"대전광역시 동구 성남동","1*","대","제3종일반주거지역","8m미만","202005","12","26","3,600"," ",""
"대전광역시 중구 금동","*","전","개발제한구역","-","202005","12","1894","3,800"," ","20200624"
"대전광역시 동구 비룡동","산1*","임야","개발제한구역","-","202005","12","1091","4,290"," ",""
"대전광역시 유성구 지족동","8**","대","제2종일반주거지역","12m미만","202005","12","270.1","45,500"," ",""
"대전광역시 유성구 학하동","7**","대","제2종일반주거지역","25m미만","202005","12","245","50,500"," ",""
"대전광역시 대덕구 와동","1**","대","자연녹지지역","8m미만","202005","12","288","9,300"," ",""
"대전광역시 유성구 지족동","산*","임야","자연녹지지역","-","202005","13","99","1,137","지분",""
"대전광역시 중구 대사동","6**","학교용지","제2종일반주거지역","25m이상","202005","13","5","1,200"," ",""
"대전광역시 중구 선화동","1**","도로","일반상업지역","-","202005","13","13.7","1,500"," ",""
"대전광역시 중구 정생동","6**","답","개발제한구역","-","202005","13","628","1,500"," ",""
"대전광역시 중구 문창동","3*","대","일반상업지역","-","202005","13","26","1,800"," ",""
"대전광역시 동구 비룡동","4**","답","개발제한구역","8m미만","202005","13","2807","25,000"," ",""
"대전광역시 중구 문창동","3**","대","일반상업지역","25m미만","202005","13","3","300","지분",""
"대전광역시 유성구 구암동","4**","전","자연녹지지역","8m미만","202005","13","347","36,550"," ",""
"대전광역시 중구 대흥동","3*","대","일반상업지역","-","202005","13","8","500"," ",""
"대전광역시 동구 대성동","1**","임야","제3종일반주거지역","8m미만","202005","13","71","6,000","지분",""
"대전광역시 유성구 용계동","1**","전","자연녹지지역","-","202005","13","198","6,000","지분",""
"대전광역시 서구 흑석동","4**","전","개발제한구역","8m미만","202005","13","1370","7,000"," ",""
"대전광역시 대덕구 송촌동","7*","전","개발제한구역","-","202005","14","1051","14,946"," ",""
"대전광역시 유성구 죽동","6**","도로","제2종일반주거지역","25m미만","202005","14","89.83","17,531","지분","20200608"
"대전광역시 서구 갈마동","3**","도로","제2종일반주거지역","-","202005","14","29.73","200","지분",""
"대전광역시 동구 마산동","5**","답","개발제한구역","-","202005","14","1015","3,363"," ",""
"대전광역시 유성구 용계동","산3*","임야","자연녹지지역","-","202005","14","243.5","4,000","지분",""
"대전광역시 서구 괴정동","7*","도로","제2종일반주거지역","-","202005","14","19.2","500","지분","20200630"
"대전광역시 서구 괴정동","7*","도로","제2종일반주거지역","-","202005","14","19.2","500","지분",""
"대전광역시 유성구 장대동","1*","대","일반상업지역","8m미만","202005","14","4.83","600","지분",""
"대전광역시 중구 안영동","6**","대","제2종일반주거지역","12m미만","202005","14","445.4","62,500"," ","20200611"
"대전광역시 중구 안영동","6**","대","제2종일반주거지역","12m미만","202005","14","444.6","62,500"," ","20200706"
"대전광역시 중구 안영동","6**","대","제2종일반주거지역","12m미만","202005","14","445.4","62,500"," ","20200706"
"대전광역시 중구 안영동","6**","대","제2종일반주거지역","12m미만","202005","14","444.6","62,500"," ","20200611"
"대전광역시 동구 마산동","5**","답","개발제한구역","-","202005","14","360","637"," ",""
"대전광역시 유성구 죽동","6**","대","제2종일반주거지역","12m미만","202005","14","330.3","64,469"," ","20200608"
"대전광역시 서구 도안동","산*","임야","자연녹지지역","-","202005","14","1533.68","7,000","지분",""
"대전광역시 중구 선화동","2**","도로","제3종일반주거지역","-","202005","15","39.8","1,800","지분",""
"대전광역시 유성구 상대동","4**","도로","제1종전용주거지역","12m미만","202005","15","77.7","10,000","지분",""
"대전광역시 서구 매노동","2**","전","자연녹지지역","8m미만","202005","15","909","10,000"," ",""
"대전광역시 중구 선화동","2**","도로","제3종일반주거지역","-","202005","15","52.7","2,400"," ",""
"대전광역시 유성구 하기동","*","전","개발제한구역","-","202005","15","117","4,000"," ",""
"대전광역시 동구 신상동","산2*","임야","개발제한구역","-","202005","15","166","445","지분",""
"대전광역시 유성구 성북동","3**","전","개발제한구역","12m미만","202005","15","337","7,200"," ",""
"대전광역시 유성구 하기동","*","전","개발제한구역","8m미만","202005","15","2252","81,920"," ",""
"대전광역시 서구 우명동","3**","답","계획관리지역","8m미만","202005","16","162","1,863"," ",""
"대전광역시 유성구 세동","*","답","개발제한구역","8m미만","202005","16","1983","11,780"," ",""
"대전광역시 유성구 세동","*","답","개발제한구역","-","202005","16","2344","13,660"," ",""
"대전광역시 동구 정동","3*","대","일반상업지역","8m미만","202005","16","90.3","15,000"," ",""
"대전광역시 서구 우명동","3**","답","계획관리지역","8m미만","202005","16","1582","18,187"," ",""
"대전광역시 유성구 세동","1*","답","개발제한구역","-","202005","16","367","2,140"," ",""
"대전광역시 서구 우명동","3**","답","계획관리지역","8m미만","202005","16","206","2,370"," ",""
"대전광역시 서구 우명동","4**","답","계획관리지역","8m미만","202005","16","2344","23,398"," ",""
"대전광역시 서구 도마동","1**","대","제3종일반주거지역","25m이상","202005","16","100.2","37,600"," ",""
"대전광역시 중구 금동","1*","전","개발제한구역","-","202005","16","2929","5,000"," ",""
"대전광역시 유성구 세동","1*","답","개발제한구역","-","202005","16","120","720"," ",""
"대전광역시 유성구 구암동","5**","도로","제2종일반주거지역","12m미만","202005","17","4.6","115","지분",""
"대전광역시 유성구 구암동","5**","도로","제2종일반주거지역","12m미만","202005","17","5.8","145","지분",""
"대전광역시 유성구 구암동","5**","도로","제2종일반주거지역","12m미만","202005","17","5.9","148","지분",""
"대전광역시 유성구 계산동","1**","전","개발제한구역","8m미만","202005","17","1051","16,000"," ",""
"대전광역시 중구 문창동","3*","대","일반상업지역","12m미만","202005","17","157","20,000"," ",""
"대전광역시 유성구 구암동","5**","도로","제2종일반주거지역","12m미만","202005","17","9.6","240","지분",""
"대전광역시 유성구 구암동","5**","도로","제2종일반주거지역","12m미만","202005","17","9.9","248","지분",""
"대전광역시 유성구 구암동","5**","도로","제2종일반주거지역","12m미만","202005","17","3.7","93","지분",""
"대전광역시 서구 흑석동","1**","전","개발제한구역","8m미만","202005","18","1155","13,000","지분","20200703"
"대전광역시 서구 흑석동","1**","전","자연녹지지역","-","202005","18","1155","13,000"," ",""
"대전광역시 동구 효평동","4**","전","개발제한구역","8m미만","202005","18","467","2,000"," ",""
"대전광역시 대덕구 연축동","산1*","임야","개발제한구역","8m미만","202005","18","7934","20,000"," ",""
"대전광역시 대덕구 법동","2**","대","제3종일반주거지역","25m미만","202005","18","60.63","21,000"," ","20200717"
"대전광역시 대덕구 오정동","4**","대","준주거지역","12m미만","202005","18","150.3","25,200"," ",""
"대전광역시 유성구 용계동","5*","전","자연녹지지역","8m미만","202005","18","308","27,800"," ",""
"대전광역시 대덕구 오정동","4**","대","준주거지역","-","202005","18","173.6","28,700"," ",""
"대전광역시 유성구 송정동","3**","전","개발제한구역","-","202005","18","555","3,360"," ",""
"대전광역시 서구 괴정동","9*","대","제2종일반주거지역","25m미만","202005","18","26.05","300","지분",""
"대전광역시 중구 산성동","1**","도로","제2종일반주거지역","-","202005","18","23.2","370","지분",""
